structure_name,dataset,rcs_score,rcs_review_flag,rcs_candidate_homba_id,rcs_candidate_name,rcs_methods
Cingulate area 2,species,1.0000,high_confidence,HOMBA:10277,cingulate cortex,bm25+exact+fuzzy+hierarchy_parent
Cochlea,species,0.4622,low_confidence,HOMBA:12437,cochlear nuclei,fuzzy
Cochlear nerve,species,0.6877,needs_review,HOMBA:12868,root of vestibulocochlear nerve,bm25+fuzzy+hierarchy_parent
Commissural stria terminalis,species,0.7567,needs_review,HOMBA:AA30882,commissural branch of stria terminalis,bm25+fuzzy
Commissure of the superior colliculus,species,0.9508,high_confidence,HOMBA:AA30487,commissure of superior colliculus,bm25+fuzzy
Cornu ammonis 1,species,1.0000,high_confidence,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+exact+fuzzy
Cornu ammonis 2,species,1.0000,high_confidence,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+exact+fuzzy
Cornu ammonis 3,species,1.0000,high_confidence,HOMBA:10296,hippocampal proper (Cornu Ammonis),bm25+exact+fuzzy
Corpus callosum and associated subcortical white matter,species,1.0000,high_confidence,HOMBA:10561,corpus callosum,bm25+exact+fuzzy+hierarchy_parent
Corticofugal tract and corona radiata,species,0.6583,needs_review,HOMBA:12030,corona radiata,bm25+fuzzy+hierarchy_parent
Deeper layers of the superior colliculus,species,1.0000,high_confidence,HOMBA:12302,deep gray layer of superior colliculus,bm25+exact+fuzzy
"Dorsal cochlear nucleus, deep core",species,0.4000,modifier_conflict,HOMBA:12438,dorsal cochlear nucleus,bm25
"Dorsal cochlear nucleus, fusiform and granule layer",species,0.3800,modifier_conflict,HOMBA:12438,dorsal cochlear nucleus,bm25
"Dorsal cochlear nucleus, molecular layer",species,0.8198,modifier_conflict,HOMBA:12438,dorsal cochlear nucleus,bm25+fuzzy
Dorsolateral orbital area,species,1.0000,high_confidence,HOMBA:13322,dorsolateral temporal cortex,bm25+exact+fuzzy+hierarchy_parent
Dysgranular insular cortex,species,1.0000,high_confidence,HOMBA:10289,dysgranular insular cortex (area Idg),bm25+exact+fuzzy+hierarchy_parent
Entopeduncular nucleus,species,1.0000,high_confidence,HOMBA:146034758,entopeduncular nucleus,bm25+exact+fuzzy
Entorhinal area (medial part),species,1.0000,high_confidence,HOMBA:10319,medial (caudal) entorhinal cortex,bm25+fuzzy
Ethmoid-Limitans nucleus,species,0.5486,low_confidence,HOMBA:AA30313,posterior limitans nucleus,bm25+fuzzy
External globus pallidus (lateral part),species,1.0000,high_confidence,HOMBA:10343,external division of globus pallidus,bm25+exact+fuzzy
External globus pallidus (medial part),species,1.0000,high_confidence,HOMBA:10343,external division of globus pallidus,bm25+exact+fuzzy
"External medullary lamina, auditory radiation",species,0.5655,low_confidence,HOMBA:12060,auditory radiation in internal capsule,bm25+fuzzy
"External medullary lamina, unspecified",species,0.8156,needs_review,HOMBA:12038,external medullary lamina of thalamus,bm25+fuzzy
"Facial nerve, unspecified",species,0.5977,low_confidence,HOMBA:12862,root of facial nerve,bm25+fuzzy+hierarchy_parent
Fasciola cinereum,species,1.0000,high_confidence,HOMBA:AA30112,fasciola cinereum (ectosplenial area 26),bm25+exact+fuzzy
Fields of Forel,species,0.4504,low_confidence,HOMBA:10462,nucleus of the field of Forel,bm25+fuzzy
Fimbria of the hippocampus,species,0.9283,high_confidence,HOMBA:10575,fimbria,bm25+fuzzy
Frontal association area 3,species,1.0000,high_confidence,HOMBA:10233,rostral subdivision of area 39,bm25+exact+fuzzy
Frontal association cortex,species,0.6902,needs_review,HOMBA:10233,rostral subdivision of area 39,bm25+fuzzy
Genu of the facial nerve,species,1.0000,high_confidence,HOMBA:12738,genu of the facial nerve,bm25+exact+fuzzy
"Globus pallidus external, lateral part",species,1.0000,high_confidence,HOMBA:10343,external division of globus pallidus,bm25+fuzzy
"Globus pallidus external, medial part",species,1.0000,high_confidence,HOMBA:10343,external division of globus pallidus,bm25+fuzzy
Glomerular layer of the accessory olfactory bulb,species,1.0000,high_confidence,HOMBA:AA30176,glomerular layer of accessory olfactory bulb,bm25+fuzzy
Glomerular layer of the olfactory bulb,species,1.0000,high_confidence,HOMBA:AA30170,glomerular layer of olfactory bulb,bm25+fuzzy
Granular insular cortex,species,1.0000,high_confidence,HOMBA:10290,granular insular cortex (area Ig),bm25+exact+fuzzy
Habenula (lateral part),species,1.0000,high_confidence,HOMBA:10452,habenular nuclei,bm25+exact+fuzzy
Habenula (medial part),species,1.0000,high_confidence,HOMBA:10452,habenular nuclei,bm25+exact+fuzzy
Habenular commissure,species,1.0000,high_confidence,HOMBA:10566,habenular commissure,bm25+exact+fuzzy
"Hypothalamic region, unspecified",species,1.0000,high_confidence,HOMBA:12740,hypothalamospinal fibers,bm25+exact+fuzzy
"Inferior colliculus, brachium",species,1.0000,high_confidence,HOMBA:12305,inferior colliculus,bm25+exact+fuzzy+hierarchy_parent
"Inferior colliculus, central nucleus",species,0.9629,high_confidence,HOMBA:12305,inferior colliculus,bm25+fuzzy+hierarchy_parent
"Inferior colliculus, commissure",species,1.0000,high_confidence,HOMBA:12305,inferior colliculus,bm25+exact+fuzzy+hierarchy_parent
"Inferior colliculus, dorsal cortex",species,1.0000,high_confidence,HOMBA:12307,dorsal central nucleus of inferior colliculus,bm25+fuzzy
"Inferior colliculus, external cortex",species,1.0000,high_confidence,HOMBA:12308,external shell (cortex) of inferior colliculus,bm25+fuzzy
Infralimbic area,species,1.0000,high_confidence,HOMBA:12168,intralimbic gyrus,bm25+exact+fuzzy
Infundibulum,species,0.3960,low_confidence,HOMBA:10643,infundibular stalk,fuzzy
Interanteromedial thalamic nucleus,species,1.0000,high_confidence,HOMBA:10488,ventromedial hypothalamic nucleus,bm25+exact+fuzzy+hierarchy_parent
Intergeniculate leaflet,species,0.7733,needs_review,HOMBA:AA30305,intergeniculate leaf,bm25+fuzzy
Internal medullary lamina,species,1.0000,high_confidence,HOMBA:12062,internal medullary lamina of globus pallidus,bm25+exact+fuzzy
Interpeduncular nucleus,species,1.0000,high_confidence,HOMBA:12270,interpeduncular nucleus,bm25+exact+fuzzy+hierarchy_parent
Intramedullary thalamic area,species,1.0000,high_confidence,HOMBA:266441551,anterior hypothalamic area,bm25+exact+fuzzy
Lateral entorhinal cortex,species,1.0000,high_confidence,HOMBA:10318,lateral (rostral) entorhinal cortex,bm25+exact+fuzzy
Lateral habenular nucleus,species,1.0000,high_confidence,HOMBA:10453,lateral habenular nucleus,bm25+exact+fuzzy
"Lateral lemniscus, commissure",species,0.9295,high_confidence,HOMBA:12760,lateral lemniscus,bm25+fuzzy
"Lateral lemniscus, dorsal nucleus",species,0.9637,high_confidence,HOMBA:12455,dorsal nucleus of lateral lemniscus,bm25+fuzzy
"Lateral lemniscus, intermediate nucleus",species,0.9634,high_confidence,HOMBA:12456,intermediate nucleus of lateral lemniscus,bm25+fuzzy
"Lateral lemniscus, unspecified",species,0.9138,high_confidence,HOMBA:12760,lateral lemniscus,bm25+fuzzy
"Lateral lemniscus, ventral nucleus",species,0.9596,high_confidence,HOMBA:12457,ventral nucleus of lateral lemniscus,bm25+fuzzy
Lateral olfactory tract,species,0.9975,high_confidence,HOMBA:10309,nucleus of lateral olfactory tract,bm25+fuzzy
Lateral orbital area,species,1.0000,high_confidence,HOMBA:12125,lateral orbital gyrus,bm25+exact+fuzzy
"Lateral posterior thalamic nucleus, lateral part",species,1.0000,high_confidence,HOMBA:10503,posterior hypothalamic nucleus,bm25+fuzzy
"Lateral posterior thalamic nucleus, mediocaudal part",species,1.0000,high_confidence,HOMBA:10408,lateral posterior nucleus of thalamus,bm25+exact+fuzzy
"Lateral posterior thalamic nucleus, mediorostral part",species,1.0000,high_confidence,HOMBA:10408,lateral posterior nucleus of thalamus,bm25+exact+fuzzy
Lateral septal nucleus (rostral division),species,1.0000,modifier_conflict,HOMBA:10352,lateral septal nuclear complex,bm25+exact+fuzzy
Lateral superior olive,species,0.7587,needs_review,HOMBA:12469,lateral superior olivary nucleus,bm25+fuzzy
"Laterodorsal thalamic nucleus, dorsomedial part",species,1.0000,high_confidence,HOMBA:10494,"lateral hypothalamic area, tuberal part",bm25+exact+fuzzy+hierarchy_parent
"Laterodorsal thalamic nucleus, ventrolateral part",species,1.0000,high_confidence,HOMBA:12229,"dorsal raphe nucleus, ventrolateral division",bm25+exact+fuzzy
Mammillotegmental tract,species,1.0000,high_confidence,HOMBA:12065,mammillotegmental tract,bm25+exact+fuzzy
Medial entorhinal cortex,species,1.0000,high_confidence,HOMBA:10319,medial (caudal) entorhinal cortex,bm25+exact+fuzzy
"Medial geniculate body, dorsal division",species,1.0000,high_confidence,HOMBA:12227,"dorsal raphe nucleus, lateral division",bm25+exact+fuzzy
"Medial geniculate body, marginal zone",species,0.8834,needs_review,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy
"Medial geniculate body, medial division",species,0.9599,high_confidence,HOMBA:12227,"dorsal raphe nucleus, lateral division",bm25+fuzzy
"Medial geniculate body, suprageniculate nucleus",species,1.0000,high_confidence,HOMBA:13044,suprageniculate nucleus,bm25+exact+fuzzy
"Medial geniculate body, ventral division",species,1.0000,high_confidence,HOMBA:12397,"dentate nucleus, lateroventral division",bm25+exact+fuzzy
Medial geniculate complex (dorsal division),species,0.8783,modifier_conflict,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy
Medial geniculate complex (marginal zone),species,1.0000,high_confidence,HOMBA:AA30307,medial geniculate nuclear complex,bm25+exact+fuzzy
Medial geniculate complex (medial division),species,0.9758,high_confidence,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy
Medial geniculate complex (ventral division),species,0.8783,modifier_conflict,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy
Medial habenular nucleus,species,1.0000,high_confidence,HOMBA:10456,medial habenular nucleus,bm25+exact+fuzzy
Medial lemniscus decussation,species,0.9655,high_confidence,HOMBA:12732,decussation of medial lemniscus,bm25+fuzzy
"Medial lemniscus, unspecified",species,0.9027,high_confidence,HOMBA:12763,medial lemniscus,bm25+fuzzy
Medial orbital area,species,0.8416,needs_review,HOMBA:12122,medial orbital gyrus,bm25+fuzzy
Medial superior olive,species,1.0000,high_confidence,HOMBA:12605,"inferior olive, medial division",bm25+fuzzy
Median eminence,species,1.0000,high_confidence,HOMBA:13338,median eminence,bm25+exact+fuzzy+hierarchy_parent
"Mediodorsal thalamic nucleus, central part",species,1.0000,high_confidence,HOMBA:10398,mediodorsal nucleus of thalamus,bm25+exact+fuzzy
"Mediodorsal thalamic nucleus, lateral part",species,1.0000,high_confidence,HOMBA:AA30278,submedius thalamic nucleus,bm25+exact+fuzzy
"Mediodorsal thalamic nucleus, medial part",species,1.0000,high_confidence,HOMBA:AA30278,submedius thalamic nucleus,bm25+exact+fuzzy
Molecular cell layer of the cerebellum,species,1.0000,high_confidence,HOMBA:10656,cerebellum,bm25+exact+fuzzy
Nucleus accumbens (core),species,1.0000,high_confidence,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy
Nucleus accumbens (shell),species,1.0000,high_confidence,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy
"Nucleus accumbens, core",species,1.0000,high_confidence,HOMBA:10340,core of nucleus accumbens,bm25+fuzzy
"Nucleus accumbens, shell",species,0.9993,high_confidence,HOMBA:10341,shell of nucleus accumbens,bm25+fuzzy
Nucleus of the lateral olfactory tract,species,1.0000,high_confidence,HOMBA:10309,nucleus of lateral olfactory tract,bm25+fuzzy
Nucleus of the stria medullaris,species,1.0000,high_confidence,HOMBA:266441717,linear nucleus of the medulla,bm25+exact+fuzzy
Nucleus of the trapezoid body,species,0.9506,high_confidence,HOMBA:12458,nucleus of trapezoid body,bm25+fuzzy+hierarchy_parent
Nucleus sagulum,species,1.0000,high_confidence,HOMBA:12313,sagulum nucleus (nucleus sagulum),bm25+exact+fuzzy
"Olfactory bulb, unspecified",species,0.7620,needs_review,HOMBA:10307,olfactory bulb,bm25+fuzzy
Optic nerve,species,1.0000,high_confidence,HOMBA:15544,optic nerve,bm25+exact+fuzzy
Optic tract and optic chiasm,species,0.7299,needs_review,HOMBA:10644,optic chiasm,bm25+fuzzy
Orbital cortex (ventral),species,1.0000,high_confidence,HOMBA:10208,parietal cortex,bm25+exact+fuzzy
Orbital cortex (ventrolateral),species,1.0000,high_confidence,HOMBA:12427,"facial nucleus, ventrolateral subnucleus",bm25+exact+fuzzy
Paracentral thalamic nucleus,species,1.0000,high_confidence,HOMBA:13058,parasubthalamic nucleus,bm25+exact+fuzzy
Parafascicular thalamic nucleus,species,1.0000,high_confidence,HOMBA:13058,parasubthalamic nucleus,bm25+exact+fuzzy
Parasubiculum,species,1.0000,high_confidence,HOMBA:10316,parasubiculum (parasubicular cortex),bm25+exact+fuzzy+hierarchy_parent
Parataenial thalamic nucleus,species,1.0000,high_confidence,HOMBA:13058,parasubthalamic nucleus,bm25+exact+fuzzy
Paraventricular hypothalamic nucleus (medial parvicellular dorsal zone),species,1.0000,modifier_conflict,HOMBA:10475,anterior hypothalamic nucleus,bm25+exact+fuzzy
Paraventricular thalamic nuclei (anterior and posterior),species,1.0000,high_confidence,HOMBA:10484,"periventricular nucleus, tuberal part",bm25+exact+fuzzy
"Parietal association cortex, lateral area",species,1.0000,high_confidence,HOMBA:AA30489,larger associate white matter bundles,bm25+exact+fuzzy
"Parietal association cortex, medial area",species,0.8635,needs_review,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),bm25+fuzzy
"Parietal association cortex, posterior area",species,1.0000,high_confidence,HOMBA:AA30009,frontal motor cortex (posterior frontal cortex),bm25+exact+fuzzy
Peripeduncular nucleus,species,1.0000,high_confidence,HOMBA:12285,peripeduncular nucleus,bm25+exact+fuzzy
Perirhinal area 35,species,0.6698,needs_review,HOMBA:10320,perirhinal cortex (area 35),bm25+fuzzy+hierarchy_parent
Perirhinal area 36,species,1.0000,high_confidence,HOMBA:10320,perirhinal cortex (area 35),bm25+exact+fuzzy+hierarchy_parent
Periventricular gray,species,1.0000,high_confidence,HOMBA:AA30845,periventricular gray of pons,bm25+exact+fuzzy
"Piriform cortex, layer 1",species,0.7054,needs_review,HOMBA:10311,piriform cortex,bm25+fuzzy
"Piriform cortex, layer 2",species,0.7054,needs_review,HOMBA:10311,piriform cortex,bm25+fuzzy
"Piriform cortex, layer 3",species,0.7054,needs_review,HOMBA:10311,piriform cortex,bm25+fuzzy
Pontine nuclei,species,1.0000,high_confidence,HOMBA:12406,pontine nucleus,bm25+exact+fuzzy+hierarchy_parent
Posterior intralaminar nucleus,species,0.9348,high_confidence,HOMBA:10448,caudal intralaminar nuclei of thalamus,bm25+fuzzy
Posterior thalamic nuclear group (triangular part),species,1.0000,high_confidence,HOMBA:12118,"inferior frontal gyrus, triangular part",bm25+exact+fuzzy
"Posterior thalamic nuclear group, triangular part",species,1.0000,high_confidence,HOMBA:12118,"inferior frontal gyrus, triangular part",bm25+exact+fuzzy
Postrhinal cortex,species,1.0000,high_confidence,HOMBA:10263,posterior parahippocampal region (postrhinal cortex),bm25+exact+fuzzy
Pregeniculate nucleus,species,1.0000,high_confidence,HOMBA:13042,pregeniculate nucleus (ventral lateral geniculate nucleus),bm25+exact+fuzzy+hierarchy_parent
Prelimbic area,species,1.0000,high_confidence,HOMBA:12241,precuneiform area,bm25+exact+fuzzy
Pretectal region,species,1.0000,high_confidence,HOMBA:12181,pretectal region,bm25+exact+fuzzy
Pretectothalamic lamina,species,1.0000,high_confidence,HOMBA:12357,dentatothalamic tract,bm25+exact+fuzzy
Primary auditory area,species,1.0000,high_confidence,HOMBA:146034694,lateral olfactory area,bm25+exact+fuzzy+hierarchy_parent
Primary motor area,species,1.0000,high_confidence,HOMBA:10163,"primary motor cortex (first motor cortex, area 4, area FA)",bm25+exact+fuzzy
"Primary somatosensory area, barrel field",species,1.0000,high_confidence,HOMBA:AA30880,barrel field of S1fm (rodents),bm25+exact+fuzzy
"Primary somatosensory area, dysgranular zone",species,1.0000,high_confidence,HOMBA:AA30014,area 1 of primary somatosensory cortex,bm25+exact+fuzzy
"Primary somatosensory area, face representation",species,1.0000,high_confidence,HOMBA:AA30495,somatosensory radiation,bm25+exact+fuzzy
"Primary somatosensory area, forelimb representation",species,1.0000,high_confidence,HOMBA:AA30495,somatosensory radiation,bm25+exact+fuzzy
"Primary somatosensory area, hindlimb representation",species,1.0000,high_confidence,HOMBA:AA30495,somatosensory radiation,bm25+exact+fuzzy
"Primary somatosensory area, trunk representation",species,1.0000,high_confidence,HOMBA:AA30495,somatosensory radiation,bm25+exact+fuzzy
Primary visual area,species,1.0000,high_confidence,HOMBA:AA30020,sixth visual area,bm25+exact+fuzzy+hierarchy_parent
Reticular (pre)thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30314,ethmoid thalamic nucleus,bm25+exact+fuzzy
"Reticular (pre)thalamic nucleus, auditory segment",species,0.9529,high_confidence,HOMBA:AA30314,ethmoid thalamic nucleus,bm25+fuzzy
"Reticular (pre)thalamic nucleus, unspecified",species,1.0000,high_confidence,HOMBA:AA30314,ethmoid thalamic nucleus,bm25+fuzzy
Retroreuniens thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30315,retroethmoid thalamic nucleus,bm25+exact+fuzzy
Retrosplenial dysgranular area,species,1.0000,high_confidence,HOMBA:15513,rostral dysgranular insular cortex,bm25+exact+fuzzy
Retrosplenial granular area,species,0.8181,needs_review,HOMBA:10325,"granular retrosplenial cortex (area 29, RSg)",bm25+fuzzy
Reuniens thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30278,submedius thalamic nucleus,bm25+exact+fuzzy
Rhomboid thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30314,ethmoid thalamic nucleus,bm25+exact+fuzzy
"Secondary auditory area, dorsal part",species,1.0000,high_confidence,HOMBA:10239,"secondary auditory cortex (auditory belt region, area 42, area TB)",bm25+exact+fuzzy
"Secondary auditory area, ventral part",species,1.0000,high_confidence,HOMBA:10239,"secondary auditory cortex (auditory belt region, area 42, area TB)",bm25+exact+fuzzy
Secondary motor area,species,0.6409,needs_review,HOMBA:10168,"premotor cortex (area 6, area FB, secondary motor cortex)",bm25+fuzzy
Secondary somatosensory area,species,1.0000,high_confidence,HOMBA:AA30811,subareas of primary somatosensory cortex,bm25+exact+fuzzy+hierarchy_parent
"Secondary visual area, lateral part",species,1.0000,high_confidence,HOMBA:AA30817,"second dorsal third visual area, part A",bm25+exact+fuzzy
"Secondary visual area, medial part",species,1.0000,high_confidence,HOMBA:AA30817,"second dorsal third visual area, part A",bm25+exact+fuzzy
Septal region,species,1.0000,high_confidence,HOMBA:10350,septal region (septal nuclear complex),bm25+exact+fuzzy+hierarchy_parent
Spinal cord,species,1.0000,high_confidence,HOMBA:AA30565,spinal cord,bm25+exact+fuzzy+hierarchy_parent
Spiral ganglion,species,0.3257,low_confidence,HOMBA:10332,basal ganglia (basal nuclei),fuzzy
Stria medullaris thalami,species,0.6191,needs_review,HOMBA:10590,stria medullaris of thalamus,bm25+fuzzy
Stria terminalis,species,1.0000,high_confidence,HOMBA:10591,stria terminalis,bm25+exact+fuzzy
Striatum,species,1.0000,high_confidence,HOMBA:10333,striatum (neostriatum),bm25+exact+fuzzy+hierarchy_parent
Subgeniculate nucleus,species,1.0000,high_confidence,HOMBA:AA30324,subgeniculate nucleus,bm25+exact+fuzzy
Submedius thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30278,submedius thalamic nucleus,bm25+exact+fuzzy
Subparafascicular nucleus,species,1.0000,high_confidence,HOMBA:13054,subparafascicular nucleus of thalamus,bm25+exact+fuzzy
Substantia nigra (compact part),species,1.0000,high_confidence,HOMBA:12252,"substantia nigra, compact division",bm25+exact+fuzzy
Substantia nigra (lateral part),species,1.0000,high_confidence,HOMBA:12257,"substantia nigra, lateral division",bm25+exact+fuzzy
Substantia nigra (reticular part),species,1.0000,high_confidence,HOMBA:12259,"substantia nigra, reticular division",bm25+exact+fuzzy
"Substantia nigra, compact part",species,1.0000,high_confidence,HOMBA:12252,"substantia nigra, compact division",bm25+exact+fuzzy
"Substantia nigra, lateral part",species,1.0000,high_confidence,HOMBA:12257,"substantia nigra, lateral division",bm25+exact+fuzzy
"Substantia nigra, reticular part",species,1.0000,high_confidence,HOMBA:12259,"substantia nigra, reticular division",bm25+exact+fuzzy
Superficial gray layer of the superior colliculus,species,1.0000,high_confidence,HOMBA:12295,superficial gray layer of superior colliculus,bm25+fuzzy
Superior cerebellar peduncle and prerubral field,species,0.7756,needs_review,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),bm25+fuzzy
Superior paraolivary nucleus,species,1.0000,high_confidence,HOMBA:12463,superior paraolivary nucleus,bm25+exact+fuzzy
Superior periolivary region,species,0.5405,low_confidence,HOMBA:12462,superior olivary complex,bm25+fuzzy+hierarchy_parent
Suprageniculate nucleus,species,1.0000,high_confidence,HOMBA:13044,suprageniculate nucleus,bm25+exact+fuzzy
Supraoptic decussation,species,1.0000,high_confidence,HOMBA:13216,supraoptic decussation,bm25+exact+fuzzy
Temporal association cortex,species,0.6588,needs_review,HOMBA:10235,temporal cortex,bm25+fuzzy+hierarchy_parent
Transverse fibers of the pons,species,1.0000,high_confidence,HOMBA:10661,pons,bm25+exact+fuzzy
Trapezoid body,species,1.0000,high_confidence,HOMBA:12796,trapezoid body,bm25+exact+fuzzy
"Ventral cochlear nucleus, anterior part",species,0.9975,high_confidence,HOMBA:12439,ventral cochlear nucleus,bm25+fuzzy
"Ventral cochlear nucleus, cap area",species,0.9975,high_confidence,HOMBA:12439,ventral cochlear nucleus,bm25+fuzzy
"Ventral cochlear nucleus, granule cell layer",species,0.8750,modifier_conflict,HOMBA:12439,ventral cochlear nucleus,bm25+fuzzy
"Ventral cochlear nucleus, posterior part",species,1.0000,high_confidence,HOMBA:12439,ventral cochlear nucleus,bm25+exact+fuzzy
Ventral hippocampal commissure,species,1.0000,high_confidence,HOMBA:12023,ventral hippocampal commissure,bm25+exact+fuzzy
Ventral orbital area,species,1.0000,high_confidence,HOMBA:12261,ventral tegmental area,bm25+exact+fuzzy
Ventral periolivary nuclei,species,1.0000,high_confidence,HOMBA:12465,lateral periolivary nucleus,bm25+exact+fuzzy
"Ventral posterior nucleus of the thalamus, parvicellular part",species,0.9319,high_confidence,HOMBA:AA30312,parvicellular nucleus of posterior thalamus,bm25+fuzzy
Ventral posterolateral thalamic nucleus,species,0.9248,high_confidence,HOMBA:10424,ventral posterior lateral nucleus,bm25+fuzzy
Ventral posteromedial thalamic nucleus,species,0.9241,high_confidence,HOMBA:10425,ventral posterior medial nucleus,bm25+fuzzy
Ventral striatal region (unspecified),species,1.0000,high_confidence,HOMBA:146034964,central gray region of pons,bm25+exact+fuzzy
"Ventral striatal region, unspecified",species,1.0000,high_confidence,HOMBA:146034964,central gray region of pons,bm25+exact+fuzzy
"Ventricular system, unspecified",species,1.0000,high_confidence,HOMBA:10585,lenticular fasciculus (field H2),bm25+exact+fuzzy
Ventrolateral orbital area,species,1.0000,high_confidence,HOMBA:13324,ventrolateral temporal cortex,bm25+exact+fuzzy+hierarchy_parent
Ventrolateral thalamic nucleus,species,1.0000,high_confidence,HOMBA:10488,ventromedial hypothalamic nucleus,bm25+exact+fuzzy+hierarchy_parent
Ventromedial thalamic nucleus,species,0.7400,needs_review,HOMBA:10488,ventromedial hypothalamic nucleus,bm25+fuzzy+hierarchy_parent
Vestibular apparatus,species,1.0000,high_confidence,HOMBA:12790,spinovestibular tract,bm25+exact+fuzzy
Vestibular nerve,species,1.0000,high_confidence,HOMBA:12584,nucleus of origin of vestibular efferents of vestibular nerve,bm25+exact+fuzzy
Xiphoid thalamic nucleus,species,1.0000,high_confidence,HOMBA:AA30277,xiphoid thalamic nucleus,bm25+exact+fuzzy
Zona incerta (caudal part),species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
Zona incerta (dorsal part),species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
Zona incerta (rostral part),species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
Zona incerta (ventral part),species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
"Zona incerta, A11 dopamine cells",species,0.2819,low_confidence,HOMBA:10463,zona incerta,bm25
"Zona incerta, A13 dopamine cells",species,0.2819,low_confidence,HOMBA:10463,zona incerta,bm25
"Zona incerta, caudal part",species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
"Zona incerta, dorsal part",species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
"Zona incerta, rostral part",species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
"Zona incerta, ventral part",species,1.0000,high_confidence,HOMBA:10463,zona incerta,bm25+exact+fuzzy
