lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
ant ins,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.1667,0.3333,0.05556,3,12
ant insula,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,5,6,0.4231,0.7143,0.03846,7,12
ant insula,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.1154,0.1429,0.03846,7,12
ant insula,3,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,1,1,0.1154,0.1429,0.03846,7,12
ant insula cl,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.375,1.0,0.125,1,6
ant lobe cerebellum culmen,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
ant mtg,1,STG_L(R)_6_6,A22r,rostral area 22,STG,79,80,1,1,0.375,1.0,0.125,1,6
ant mtg itg,1,ITG_L(R)_7_4,A20il,intermediate lateral area 20,ITG,95,96,1,1,0.3333,1.0,0.11111,1,7
ant mtg sts,1,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,MTG,87,88,1,1,0.5,1.0,0.16667,1,4
ant sts,1,STG_L(R)_6_5,A38l,lateral area 38,STG,77,78,1,1,0.3,0.5,0.1,2,6
ant sts,2,STG_L(R)_6_6,A22r,rostral area 22,STG,79,80,1,1,0.3,0.5,0.1,2,6
ant thalamus,1,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,2,0.25,0.5,0.08333,2,8
ant thalamus,2,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,1,1,0.25,0.5,0.08333,2,8
anteiror cingulum,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.2727,0.5,0.09091,2,7
anteiror cingulum,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.2727,0.5,0.09091,2,7
anterio cingulate,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.3333,1.0,0.11111,1,7
anterior,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,2,2,0.1136,0.2857,0.02273,7,30
anterior,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,3,0.0682,0.1429,0.02273,7,30
anterior,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,2,0.0682,0.1429,0.02273,7,30
anterior,4,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.0682,0.1429,0.02273,7,30
anterior,5,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0682,0.1429,0.02273,7,30
anterior,6,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.0682,0.1429,0.02273,7,30
anterior and middle cingulate cortex,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior and superior corona radiata,1,MFG_L(R)_7_2,IFJ,inferior frontal junction,MFG,17,18,1,1,0.3333,1.0,0.11111,1,7
anterior calcarine sulcus,1,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.4286,1.0,0.14286,1,5
anterior cc,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.375,1.0,0.125,1,6
anterior cerebellum,1,MVOcC_L(R)_5_4,rLinG,rostral lingual gyrus,MVOcC,195,196,2,3,0.3125,0.5,0.0625,4,8
anterior cerebellum,2,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.1875,0.25,0.0625,4,8
anterior cerebellum,3,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.1875,0.25,0.0625,4,8
anterior cigulate cortex,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,47,63,0.2399,0.2686,0.00253,175,46
anterior cingulate,2,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,41,54,0.2096,0.2343,0.00253,175,46
anterior cingulate,3,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,21,24,0.1086,0.12,0.00253,175,46
anterior cingulate,4,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,12,14,0.0631,0.0686,0.00253,175,46
anterior cingulate,5,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,10,13,0.053,0.0571,0.00253,175,46
anterior cingulate,6,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,10,12,0.053,0.0571,0.00253,175,46
anterior cingulate,7,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,7,7,0.0379,0.04,0.00253,175,46
anterior cingulate,8,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,6,7,0.0328,0.0343,0.00253,175,46
anterior cingulate,9,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,4,4,0.0227,0.0229,0.00253,175,46
anterior cingulate,10,OrG_L(R)_6_5,A13,area 13,OrG,49,50,3,3,0.0177,0.0171,0.00253,175,46
anterior cingulate,11,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,3,3,0.0177,0.0171,0.00253,175,46
anterior cingulate,12,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,2,2,0.0126,0.0114,0.00253,175,46
anterior cingulate,13,OrG_L(R)_6_3,A11l,lateral area 11,OrG,45,46,2,2,0.0126,0.0114,0.00253,175,46
anterior cingulate,14,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,2,2,0.0126,0.0114,0.00253,175,46
anterior cingulate,15,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.0076,0.0057,0.00253,175,46
anterior cingulate,16,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.0076,0.0057,0.00253,175,46
anterior cingulate,17,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,1,1,0.0076,0.0057,0.00253,175,46
anterior cingulate,18,INS_L(R)_6_4,vId/vIg,ventral dysgranular and granular insula,INS,169,170,1,1,0.0076,0.0057,0.00253,175,46
anterior cingulate,19,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.0076,0.0057,0.00253,175,46
anterior cingulate 24,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate 32,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,2,2,0.2632,0.6667,0.05263,3,13
anterior cingulate 32,2,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.1579,0.3333,0.05263,3,13
anterior cingulate and medial prefrontal,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate and paracingulate gyrus,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,2,2,0.2083,0.4,0.04167,5,14
anterior cingulate and paracingulate gyrus,2,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,2,2,0.2083,0.4,0.04167,5,14
anterior cingulate and paracingulate gyrus,3,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,2,0.125,0.2,0.04167,5,14
anterior cingulate and supplementary motor cortex,1,Tha_L(R)_8_7,cTtha,caudal temporal thalamus,Tha,243,244,1,1,0.3,1.0,0.1,1,8
anterior cingulate ba 10,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate ba 24,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate ba 25,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate ba 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,3,3,0.2333,0.375,0.03333,8,14
anterior cingulate ba 32,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,2,2,0.1667,0.25,0.03333,8,14
anterior cingulate ba 32,3,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,2,2,0.1667,0.25,0.03333,8,14
anterior cingulate ba 32,4,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.1,0.125,0.03333,8,14
anterior cingulate ba 9 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate cl,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate cortex,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,72,96,0.2287,0.2517,0.00158,286,62
anterior cingulate cortex,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,63,87,0.2003,0.2203,0.00158,286,62
anterior cingulate cortex,3,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,32,45,0.1025,0.1119,0.00158,286,62
anterior cingulate cortex,4,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,28,30,0.0899,0.0979,0.00158,286,62
anterior cingulate cortex,5,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,20,26,0.0647,0.0699,0.00158,286,62
anterior cingulate cortex,6,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,19,22,0.0615,0.0664,0.00158,286,62
anterior cingulate cortex,7,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,14,15,0.0457,0.049,0.00158,286,62
anterior cingulate cortex,8,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,13,15,0.0426,0.0455,0.00158,286,62
anterior cingulate cortex,9,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,4,5,0.0142,0.014,0.00158,286,62
anterior cingulate cortex,10,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,3,3,0.011,0.0105,0.00158,286,62
anterior cingulate cortex,11,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,3,3,0.011,0.0105,0.00158,286,62
anterior cingulate cortex,12,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,2,3,0.0079,0.007,0.00158,286,62
anterior cingulate cortex,13,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,2,2,0.0079,0.007,0.00158,286,62
anterior cingulate cortex,14,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,2,2,0.0079,0.007,0.00158,286,62
anterior cingulate cortex,15,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,16,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,17,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,18,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,19,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,20,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,21,PrG_L(R)_6_1,A4hf,area 4(head and face region),PrG,53,54,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,22,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex,23,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,1,1,0.0047,0.0035,0.00158,286,62
anterior cingulate cortex 11 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate cortex 24 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.2727,0.5,0.09091,2,7
anterior cingulate cortex 24 32,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.2727,0.5,0.09091,2,7
anterior cingulate cortex 32,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,2,0.15,0.3333,0.05,3,14
anterior cingulate cortex 32,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.15,0.3333,0.05,3,14
anterior cingulate cortex 32,3,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.15,0.3333,0.05,3,14
anterior cingulate cortex and,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,2,0.3333,1.0,0.11111,1,7
anterior cingulate cortex ba 24,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,2,2,0.3333,0.5,0.06667,4,7
anterior cingulate cortex ba 24,2,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.2,0.25,0.06667,4,7
anterior cingulate cortex ba 24,3,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.2,0.25,0.06667,4,7
anterior cingulate cortex ba 24 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate cortex ba 32,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,1,0.1154,0.3333,0.03846,3,20
anterior cingulate cortex ba 32,2,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.1154,0.3333,0.03846,3,20
anterior cingulate cortex ba 32,3,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.1154,0.3333,0.03846,3,20
anterior cingulate cortex ba 33,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.375,1.0,0.125,1,6
anterior cingulate cortex wm,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate cortex4,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate g,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate g ba 32,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate gyrus,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,23,30,0.2176,0.2527,0.00463,91,34
anterior cingulate gyrus,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,22,26,0.2083,0.2418,0.00463,91,34
anterior cingulate gyrus,3,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,10,12,0.0972,0.1099,0.00463,91,34
anterior cingulate gyrus,4,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,10,11,0.0972,0.1099,0.00463,91,34
anterior cingulate gyrus,5,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,7,7,0.0694,0.0769,0.00463,91,34
anterior cingulate gyrus,6,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,6,7,0.0602,0.0659,0.00463,91,34
anterior cingulate gyrus,7,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,4,4,0.0417,0.044,0.00463,91,34
anterior cingulate gyrus,8,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,3,3,0.0324,0.033,0.00463,91,34
anterior cingulate gyrus,9,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus,10,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus,11,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus,12,SFG_L(R)_7_5,A6m,medial area 6,SFG,9,10,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus,13,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus,14,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.0139,0.011,0.00463,91,34
anterior cingulate gyrus 24,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate gyrus 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate gyrus and sulcus,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulate gyrus ba 24,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,2,2,0.1852,0.2857,0.03704,7,13
anterior cingulate gyrus ba 24,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,2,2,0.1852,0.2857,0.03704,7,13
anterior cingulate gyrus ba 24,3,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.1111,0.1429,0.03704,7,13
anterior cingulate gyrus ba 24,4,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.1111,0.1429,0.03704,7,13
anterior cingulate gyrus ba 24,5,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.1111,0.1429,0.03704,7,13
anterior cingulate gyrus ba 32,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.0909,0.2,0.0303,5,23
anterior cingulate gyrus ba 32,2,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.0909,0.2,0.0303,5,23
anterior cingulate gyrus ba 32,3,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.0909,0.2,0.0303,5,23
anterior cingulate gyrus ba 32,4,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.0909,0.2,0.0303,5,23
anterior cingulate gyrus ba 32,5,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.0909,0.2,0.0303,5,23
anterior cingulate gyrus ba 9,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.1765,0.5,0.05882,2,13
anterior cingulate gyrus ba 9,2,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.1765,0.5,0.05882,2,13
anterior cingulate gyrusa,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.1765,0.5,0.05882,2,13
anterior cingulate gyrusa,2,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.1765,0.5,0.05882,2,13
anterior cingulate2,1,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,1,0.3333,1.0,0.11111,1,7
anterior cingulated,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulated cortex,1,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.1579,0.3333,0.05263,3,13
anterior cingulated cortex,2,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,1,0.1579,0.3333,0.05263,3,13
anterior cingulated cortex,3,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.1579,0.3333,0.05263,3,13
anterior cingulated gyrus,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,1,0.3333,1.0,0.11111,1,7
anterior cingulum,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,3,4,0.1667,0.2727,0.02381,11,20
anterior cingulum,2,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,2,3,0.119,0.1818,0.02381,11,20
anterior cingulum,3,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,2,2,0.119,0.1818,0.02381,11,20
anterior cingulum,4,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,2,2,0.119,0.1818,0.02381,11,20
anterior cingulum,5,CG_L(R)_7_5,A24cd,caudodorsal area 24,CG,183,184,1,2,0.0714,0.0909,0.02381,11,20
anterior cingulum,6,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,1,0.0714,0.0909,0.02381,11,20
anterior cingulum ba 24,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior cingulum ba 32,1,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.3333,1.0,0.11111,1,7
anterior corona radiata,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.375,1.0,0.125,1,6
anterior corpus callosum,1,CG_L(R)_7_2,A24rv,rostroventral area 24,CG,177,178,1,1,0.3333,1.0,0.11111,1,7
anterior dorsolateral prefrontal cortex,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,2,0.1579,0.3333,0.05263,3,13
anterior dorsolateral prefrontal cortex,2,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,2,0.1579,0.3333,0.05263,3,13
anterior dorsolateral prefrontal cortex,3,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.1579,0.3333,0.05263,3,13
anterior frontal,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
anterior fusiform,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.2,0.3333,0.06667,3,9
anterior fusiform,2,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.2,0.3333,0.06667,3,9
anterior fusiform,3,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,1,1,0.2,0.3333,0.06667,3,9
anterior fusiform and itg,1,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,1,1,0.375,1.0,0.125,1,6
anterior fusiform gyrus,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,2,3,0.2632,0.4,0.05263,5,9
anterior fusiform gyrus,2,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,2,2,0.2632,0.4,0.05263,5,9
anterior fusiform gyrus,3,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.1579,0.2,0.05263,5,9
anterior hc ba 34,1,Amyg_L(R)_2_1,mAmyg,medial amygdala,Amyg,211,212,1,1,0.75,1.0,0.25,1,2
anterior hippocampal roi,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
anterior hippocampal roia,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
anterior hippocampus,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,2,3,0.1923,0.3333,0.03846,6,14
anterior hippocampus,2,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,1,3,0.1154,0.1667,0.03846,6,14
anterior hippocampus,3,PhG_L(R)_6_4,A28/34,area 28/34 (EC),PhG,115,116,1,2,0.1154,0.1667,0.03846,6,14
anterior hippocampus,4,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.1154,0.1667,0.03846,6,14
anterior hippocampus,5,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.1154,0.1667,0.03846,6,14
anterior ifg,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.375,1.0,0.125,1,6
anterior inferior frontal gyrus,1,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.375,1.0,0.125,1,6
anterior inferior insula,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.3,0.5,0.1,2,6
anterior inferior insula,2,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.3,0.5,0.1,2,6
anterior inferior insula ba 13 14,1,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,1,2,0.1875,0.5,0.0625,2,12
anterior inferior insula ba 13 14,2,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,2,0.1875,0.5,0.0625,2,12
anterior inferior temporal gyrus,1,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.375,1.0,0.125,1,6
anterior insula,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,47,68,0.2393,0.2798,0.00252,168,61
anterior insula,2,IFG_L(R)_6_5,A44op,opercular area 44,IFG,37,38,35,39,0.1788,0.2083,0.00252,168,61
anterior insula,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,22,28,0.1134,0.131,0.00252,168,61
anterior insula,4,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,19,20,0.0982,0.1131,0.00252,168,61
anterior insula,5,INS_L(R)_6_2,vIa,ventral agranular insula,INS,165,166,12,18,0.063,0.0714,0.00252,168,61
anterior insula,6,OrG_L(R)_6_2,A12/47o,orbital area 12/47,OrG,43,44,6,7,0.0327,0.0357,0.00252,168,61
anterior insula,7,INS_L(R)_6_4,vId/vIg,ventral dysgranular and granular insula,INS,169,170,4,4,0.0227,0.0238,0.00252,168,61
anterior insula,8,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,4,4,0.0227,0.0238,0.00252,168,61
anterior insula,9,STG_L(R)_6_5,A38l,lateral area 38,STG,77,78,3,4,0.0176,0.0179,0.00252,168,61
anterior insula,10,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,3,3,0.0176,0.0179,0.00252,168,61
anterior insula,11,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,2,2,0.0126,0.0119,0.00252,168,61
anterior insula,12,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,2,2,0.0126,0.0119,0.00252,168,61
anterior insula,13,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,2,2,0.0126,0.0119,0.00252,168,61
anterior insula,14,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.0076,0.006,0.00252,168,61
anterior insula,15,IFG_L(R)_6_3,A45c,caudal area 45,IFG,33,34,1,1,0.0076,0.006,0.00252,168,61
anterior insula,16,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.0076,0.006,0.00252,168,61
anterior insula,17,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.0076,0.006,0.00252,168,61
anterior insula,18,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.0076,0.006,0.00252,168,61
anterior insula,19,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.0076,0.006,0.00252,168,61
anterior insula,20,STG_L(R)_6_1,A38m,medial area 38,STG,69,70,1,1,0.0076,0.006,0.00252,168,61
anterior insula 47,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,2,0.375,1.0,0.125,1,6
anterior insula and inferior frontal operculum,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,2,0.375,1.0,0.125,1,6
anterior insula ba 13,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.375,1.0,0.125,1,6
anterior insula ba 48,1,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,1,1,0.1875,0.5,0.0625,2,12
