lit_name,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_L2_abbr,bna_label_id_L,bna_label_id_R,n_papers,n_coords,p,p_raw,p_unobserved,k_total,n_support
fusiform gyrus 37,3,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,2,0.0667,0.0769,0.02222,13,19
fusiform gyrus 37,4,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,2,0.0667,0.0769,0.02222,13,19
fusiform gyrus 37,5,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.0667,0.0769,0.02222,13,19
fusiform gyrus 37,6,pSTS_L(R)_2_2,cpSTS,caudoposterior superior temporal sulcus,pSTS,123,124,1,1,0.0667,0.0769,0.02222,13,19
fusiform gyrus and lingual gyrus,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
fusiform gyrus ba 18,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.375,1.0,0.125,1,6
fusiform gyrus ba 19,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.12,0.2,0.04,5,15
fusiform gyrus ba 19,2,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.12,0.2,0.04,5,15
fusiform gyrus ba 19,3,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.12,0.2,0.04,5,15
fusiform gyrus ba 19,4,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.12,0.2,0.04,5,15
fusiform gyrus ba 19,5,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.12,0.2,0.04,5,15
fusiform gyrus ba 36,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
fusiform gyrus ba 37,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,2,2,0.1471,0.25,0.02941,8,18
fusiform gyrus ba 37,2,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,2,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37,3,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37,4,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37,5,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37,6,ITG_L(R)_7_5,A37vl,ventrolateral area 37,ITG,97,98,1,1,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37,7,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.0882,0.125,0.02941,8,18
fusiform gyrus ba 37 include parahippocampal gyrus ba 36,1,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,1,1,0.6,1.0,0.2,1,3
fusiform gyrusa,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
fusiform itg,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.6,1.0,0.2,1,3
fusiformgyrus,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
fusifrom gyrus,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.3333,1.0,0.11111,1,7
g1 temporal lobe ba 37,1,pSTS_L(R)_2_1,rpSTS,rostroposterior superior temporal sulcus,pSTS,121,122,1,1,0.75,1.0,0.25,1,2
g8 insular and sublobar,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.375,1.0,0.125,1,6
ga ba 39,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,2,0.375,1.0,0.125,1,6
gc ba 31,1,CG_L(R)_7_1,A23d,dorsal area 23,CG,175,176,1,1,0.1765,0.3333,0.05882,3,11
gc ba 31,2,CG_L(R)_7_6,A23c,caudal area 24,CG,185,186,1,1,0.1765,0.3333,0.05882,3,11
gc ba 31,3,PCun_L(R)_4_2,A5m,medial area 5(PEm),Pcun,149,150,1,1,0.1765,0.3333,0.05882,3,11
gc ba 32,1,CG_L(R)_7_3,A32p,pregenual area 32,CG,179,180,1,2,0.2727,0.5,0.09091,2,7
gc ba 32,2,CG_L(R)_7_7,A32sg,subgenual area 32,CG,187,188,1,1,0.2727,0.5,0.09091,2,7
genu,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.375,1.0,0.125,1,6
genu of corpus callosum,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
gf ba 19,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
gfd ba 10,1,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.2727,0.5,0.09091,2,7
gfd ba 10,2,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.2727,0.5,0.09091,2,7
gfd ba 6,1,SFG_L(R)_7_1,A8m,medial area 8,SFG,1,2,1,2,0.3333,1.0,0.11111,1,7
gfd ba 8,1,SFG_L(R)_7_3,A9l,lateral area 9,SFG,5,6,1,2,0.2727,0.5,0.09091,2,7
gfd ba 8,2,SFG_L(R)_7_6,A9m,medial area 9,SFG,11,12,1,1,0.2727,0.5,0.09091,2,7
gfd ba 9,1,SFG_L(R)_7_7,A10m,medial area 10,SFG,13,14,1,1,0.3333,1.0,0.11111,1,7
gfi ba 44,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,3,0.1364,0.3333,0.04545,3,16
gfi ba 44,2,IFG_L(R)_6_6,A44v,ventral area 44,IFG,39,40,1,1,0.1364,0.3333,0.04545,3,16
gfi ba 44,3,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",PoG,155,156,1,1,0.1364,0.3333,0.04545,3,16
gfi ba 45,1,IFG_L(R)_6_2,IFS,inferior frontal sulcus,IFG,31,32,1,1,0.3,0.5,0.1,2,6
gfi ba 45,2,IFG_L(R)_6_4,A45r,rostral area 45,IFG,35,36,1,1,0.3,0.5,0.1,2,6
gfi ba 47,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.125,0.25,0.04167,4,16
gfi ba 47,2,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.125,0.25,0.04167,4,16
gfi ba 47,3,MTG_L(R)_4_2,A21r,rostral area 21,MTG,83,84,1,1,0.125,0.25,0.04167,4,16
gfi ba 47,4,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.125,0.25,0.04167,4,16
gfm ba 10,1,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.1765,0.5,0.05882,2,13
gfm ba 10,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.1765,0.5,0.05882,2,13
gfm ba 46,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,2,0.3333,1.0,0.11111,1,7
gfm ba 46 9,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,MFG,21,22,1,1,0.3333,1.0,0.11111,1,7
gfm ba 6,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,PrG,55,56,1,2,0.1765,0.5,0.05882,2,13
gfm ba 6,2,MFG_L(R)_7_6,A6vl,ventrolateral area 6,MFG,25,26,1,1,0.1765,0.5,0.05882,2,13
gfm ba 8,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.3333,1.0,0.11111,1,7
gfm ba 9,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,MFG,23,24,1,2,0.1154,0.3333,0.03846,3,20
gfm ba 9,2,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.1154,0.3333,0.03846,3,20
gfm ba 9,3,SFG_L(R)_7_2,A8dl,dorsolateral area 8,SFG,3,4,1,1,0.1154,0.3333,0.03846,3,20
gfs ba 10,1,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,3,0.1579,0.3333,0.05263,3,13
gfs ba 10,2,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,2,0.1579,0.3333,0.05263,3,13
gfs ba 10,3,MFG_L(R)_7_7,A10l,lateral area 10,MFG,27,28,1,1,0.1579,0.3333,0.05263,3,13
gfs ba 9,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,2,0.3333,1.0,0.11111,1,7
gh ba 28,1,PhG_L(R)_6_4,A28/34,area 28/34 (EC),PhG,115,116,1,1,0.375,1.0,0.125,1,6
gh ba 28 35,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.75,1.0,0.25,1,2
gl ba 17 18,1,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.4286,1.0,0.14286,1,5
gl ba 18,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,2,0.1579,0.25,0.05263,4,11
gl ba 18,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.1579,0.25,0.05263,4,11
gl ba 18,3,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.1579,0.25,0.05263,4,11
gl ba 18,4,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,MVOcC,191,192,1,1,0.1579,0.25,0.05263,4,11
gl ba 19,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,FuG,107,108,1,1,0.15,0.3333,0.05,3,14
gl ba 19,2,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.15,0.3333,0.05,3,14
gl ba 19,3,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.15,0.3333,0.05,3,14
gl pallidus,1,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,1,0.375,1.0,0.125,1,6
global pallidus,1,BG_L(R)_6_4,vmPu,ventromedial putamen,BG,225,226,1,2,0.375,1.0,0.125,1,6
globus pallidum,1,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,2,2,0.5,1.0,0.1,2,6
globus pallidus,1,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,31,37,0.3424,0.3647,0.00543,85,14
globus pallidus,2,BG_L(R)_6_4,vmPu,ventromedial putamen,BG,225,226,18,19,0.2011,0.2118,0.00543,85,14
globus pallidus,3,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,11,12,0.125,0.1294,0.00543,85,14
globus pallidus,4,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,11,11,0.125,0.1294,0.00543,85,14
globus pallidus,5,Tha_L(R)_8_2,mPMtha,pre-motor thalamus,Tha,233,234,6,7,0.0707,0.0706,0.00543,85,14
globus pallidus,6,Tha_L(R)_8_1,mPFtha,medial pre-frontal thalamus,Tha,231,232,3,3,0.038,0.0353,0.00543,85,14
globus pallidus,7,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,2,2,0.0272,0.0235,0.00543,85,14
globus pallidus,8,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,2,2,0.0272,0.0235,0.00543,85,14
globus pallidus,9,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,1,1,0.0163,0.0118,0.00543,85,14
go ba 19,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.1667,0.3333,0.05556,3,12
go ba 19,2,LOcC_L(R)_2_1,msOccG,medial superior occipital gyrus,LOcC,207,208,1,1,0.1667,0.3333,0.05556,3,12
go ba 19,3,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.1667,0.3333,0.05556,3,12
gom,1,ITG_L(R)_7_5,A37vl,ventrolateral area 37,ITG,97,98,1,1,0.3333,1.0,0.11111,1,7
gom ba 18,1,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,1,1,0.3,0.5,0.1,2,6
gom ba 18,2,LOcC_L(R)_4_3,OPC,occipital polar cortex,LOcC,203,204,1,1,0.3,0.5,0.1,2,6
gom ba 19 37,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,LOcC,205,206,1,1,0.2,0.5,0.06667,2,11
gom ba 19 37,2,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,MVOcC,197,198,1,1,0.2,0.5,0.06667,2,11
gpi,1,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,2,0.375,1.0,0.125,1,6
gpoc,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.375,1.0,0.125,1,6
gprc ba 4,1,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.375,1.0,0.125,1,6
gprc ba 4 6,1,PoG_L(R)_4_1,A1/2/3ulhf,"area 1/2/3(upper limb, head and face region)",PoG,155,156,1,3,0.1304,0.3333,0.04348,3,17
gprc ba 4 6,2,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,1,0.1304,0.3333,0.04348,3,17
gprc ba 4 6,3,SFG_L(R)_7_4,A6dl,dorsolateral area 6,SFG,7,8,1,1,0.1304,0.3333,0.04348,3,17
gprc ba 6,1,PrG_L(R)_6_1,A4hf,area 4(head and face region),PrG,53,54,1,1,0.25,0.3333,0.08333,3,6
gprc ba 6,2,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,1,1,0.25,0.3333,0.08333,3,6
gprc ba 6,3,PrG_L(R)_6_6,A6cvl,caudal ventrolateral area 6,PrG,63,64,1,1,0.25,0.3333,0.08333,3,6
gray ba 11,1,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,1,1,0.375,1.0,0.125,1,6
gsc ba 25,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.375,1.0,0.125,1,6
gsm 40,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,1,2,0.1667,0.25,0.05556,4,10
gsm 40,2,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),IPL,145,146,1,1,0.1667,0.25,0.05556,4,10
gsm 40,3,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.1667,0.25,0.05556,4,10
gsm 40,4,PoG_L(R)_4_3,A2,area 2,PoG,159,160,1,1,0.1667,0.25,0.05556,4,10
gti ba 37,1,ITG_L(R)_7_6,A20cl,caudolateral of area 20,ITG,99,100,1,1,0.3333,1.0,0.11111,1,7
gtm ba 19,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),IPL,135,136,1,1,0.375,1.0,0.125,1,6
gtm ba 21,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.1429,0.2,0.04762,5,11
gtm ba 21,2,ITG_L(R)_7_4,A20il,intermediate lateral area 20,ITG,95,96,1,1,0.1429,0.2,0.04762,5,11
gtm ba 21,3,ITG_L(R)_7_6,A20cl,caudolateral of area 20,ITG,99,100,1,1,0.1429,0.2,0.04762,5,11
gtm ba 21,4,MTG_L(R)_4_3,A37dl,dorsolateral area 37,MTG,85,86,1,1,0.1429,0.2,0.04762,5,11
gtm ba 21,5,MTG_L(R)_4_4,aSTS,anterior superior temporal sulcus,MTG,87,88,1,1,0.1429,0.2,0.04762,5,11
gtm ba 21 37,1,ITG_L(R)_7_5,A37vl,ventrolateral area 37,ITG,97,98,1,1,0.3333,1.0,0.11111,1,7
gtm ba 37,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.3333,1.0,0.11111,1,7
gtm ba 39,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),IPL,143,144,1,1,0.375,1.0,0.125,1,6
gts ba 22,1,pSTS_L(R)_2_2,cpSTS,caudoposterior superior temporal sulcus,pSTS,123,124,1,2,0.1,0.2,0.03333,5,20
gts ba 22,2,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,1,0.1,0.2,0.03333,5,20
gts ba 22,3,INS_L(R)_6_6,dId,dorsal dysgranular insula,INS,173,174,1,1,0.1,0.2,0.03333,5,20
gts ba 22,4,PrG_L(R)_6_5,A4tl,area 4(tongue and larynx region),PrG,61,62,1,1,0.1,0.2,0.03333,5,20
gts ba 22,5,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.1,0.2,0.03333,5,20
gts ba 38,1,STG_L(R)_6_1,A38m,medial area 38,STG,69,70,1,1,0.375,1.0,0.125,1,6
gts ba 42,1,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.375,1.0,0.125,1,6
gtt ba 41 42,1,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.2143,0.5,0.07143,2,10
gtt ba 41 42,2,STG_L(R)_6_2,A41/42,area 41/42,STG,71,72,1,1,0.2143,0.5,0.07143,2,10
gyrus,1,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,LOcC,199,200,2,2,0.125,0.2857,0.025,7,26
gyrus,2,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.075,0.1429,0.025,7,26
gyrus,3,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,ITG,91,92,1,1,0.075,0.1429,0.025,7,26
gyrus,4,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,LOcC,209,210,1,1,0.075,0.1429,0.025,7,26
gyrus,5,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,LOcC,201,202,1,1,0.075,0.1429,0.025,7,26
gyrus,6,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,1,1,0.075,0.1429,0.025,7,26
gyrus descendens,1,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.4286,1.0,0.14286,1,5
gyrus frontalis inferior pars opercularis,1,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,1,0.375,1.0,0.125,1,6
gyrus frontalis medius,1,INS_L(R)_6_3,dIa,dorsal agranular insula,INS,167,168,1,1,0.25,0.5,0.08333,2,8
gyrus frontalis medius,2,PCL_L(R)_2_2,A4ll,area 4 (lower limb region),PCL,67,68,1,1,0.25,0.5,0.08333,2,8
gyrus fusiformis,1,FuG_L(R)_3_2,A37mv,medioventral area 37,FuG,105,106,1,1,0.6,1.0,0.2,1,3
gyrus rectus,1,OrG_L(R)_6_4,A11m,medial area 11,OrG,47,48,5,5,0.3438,0.5556,0.03125,9,14
gyrus rectus,2,OrG_L(R)_6_5,A13,area 13,OrG,49,50,2,2,0.1562,0.2222,0.03125,9,14
gyrus rectus,3,OrG_L(R)_6_1,A14m,medial area 14,OrG,41,42,1,2,0.0938,0.1111,0.03125,9,14
gyrus rectus,4,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,1,1,0.0938,0.1111,0.03125,9,14
head of caudate,1,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,4,5,0.5625,0.8,0.0625,5,6
head of caudate,2,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,1,0.1875,0.2,0.0625,5,6
head of caudate nucleus,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,2,0.375,1.0,0.125,1,6
head of the caudate and subgenual area,1,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,1,1,0.375,1.0,0.125,1,6
head of the caudate nucleus,1,BG_L(R)_6_1,vCa,ventral caudate,BG,219,220,1,2,0.375,1.0,0.125,1,6
heschels gyrus,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
heschis,1,STG_L(R)_6_2,A41/42,area 41/42,STG,71,72,1,1,0.375,1.0,0.125,1,6
heschis gyrus,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.375,1.0,0.125,1,6
heschl,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,3,4,0.2188,0.375,0.03125,8,16
heschl,2,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,2,2,0.1562,0.25,0.03125,8,16
heschl,3,INS_L(R)_6_4,vId/vIg,ventral dysgranular and granular insula,INS,169,170,1,1,0.0938,0.125,0.03125,8,16
heschl,4,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.0938,0.125,0.03125,8,16
heschl,5,STG_L(R)_6_4,A22c,caudal area 22,STG,75,76,1,1,0.0938,0.125,0.03125,8,16
heschl region,1,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,1,1,0.375,1.0,0.125,1,6
heschls gyrus ba 48,1,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),PoG,157,158,1,1,0.5,1.0,0.16667,1,4
hip2,1,IPL_L(R)_6_3,A40rd,rostrodorsal area 40(PFt),IPL,139,140,2,3,0.5,1.0,0.1,2,6
hip3,1,SPL_L(R)_5_2,A7c,caudal area 7,SPL,127,128,1,1,0.3333,0.5,0.11111,2,5
hip3,2,SPL_L(R)_5_3,A5l,lateral area 5,SPL,129,130,1,1,0.3333,0.5,0.11111,2,5
hipocampus,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
hipp,1,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,Tha,239,240,2,3,0.2778,0.5,0.05556,4,10
hipp,2,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,1,0.1667,0.25,0.05556,4,10
hipp,3,Tha_L(R)_8_6,Otha,occipital thalamus,Tha,241,242,1,1,0.1667,0.25,0.05556,4,10
hippocampal area,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,2,0.75,1.0,0.25,1,2
hippocampal cortex,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.75,1.0,0.25,1,2
hippocampal formation,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.25,0.5,0.08333,2,8
hippocampal formation,2,PhG_L(R)_6_3,TL,area TL (lateral PPHC),PhG,113,114,1,1,0.25,0.5,0.08333,2,8
hippocampal gyrus,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,1,2,0.0588,0.125,0.01961,8,35
hippocampal gyrus,2,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,3,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,4,ITG_L(R)_7_3,A20r,rostral area 20,ITG,93,94,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,5,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,6,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,7,PhG_L(R)_6_4,A28/34,area 28/34 (EC),PhG,115,116,1,1,0.0588,0.125,0.01961,8,35
hippocampal gyrus,8,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,1,1,0.0588,0.125,0.01961,8,35
hippocampal region,1,OrG_L(R)_6_5,A13,area 13,OrG,49,50,1,2,0.375,1.0,0.125,1,6
hippocampus,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,Hipp,215,216,109,150,0.2996,0.3303,0.00137,330,71
hippocampus,2,Hipp_L(R)_2_2,cHipp,caudal hippocampus,Hipp,217,218,101,135,0.2777,0.3061,0.00137,330,71
hippocampus,3,Tha_L(R)_8_6,Otha,occipital thalamus,Tha,241,242,23,28,0.0643,0.0697,0.00137,330,71
hippocampus,4,Tha_L(R)_8_5,PPtha,posterior parietal thalamus,Tha,239,240,14,18,0.0397,0.0424,0.00137,330,71
hippocampus,5,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,MFG,15,16,9,11,0.026,0.0273,0.00137,330,71
hippocampus,6,Amyg_L(R)_2_1,mAmyg,medial amygdala,Amyg,211,212,9,10,0.026,0.0273,0.00137,330,71
hippocampus,7,BG_L(R)_6_3,NAC,nucleus accumbens,BG,223,224,8,10,0.0233,0.0242,0.00137,330,71
hippocampus,8,BG_L(R)_6_6,dlPu,dorsolateral putamen,BG,229,230,8,9,0.0233,0.0242,0.00137,330,71
hippocampus,9,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,Tha,237,238,8,9,0.0233,0.0242,0.00137,330,71
hippocampus,10,Amyg_L(R)_2_2,lAmyg,lateral amygdala,Amyg,213,214,6,6,0.0178,0.0182,0.00137,330,71
hippocampus,11,Tha_L(R)_8_8,lPFtha,lateral pre-frontal thalamus,Tha,245,246,6,6,0.0178,0.0182,0.00137,330,71
hippocampus,12,FuG_L(R)_3_1,A20rv,rostroventral area 20,FuG,103,104,4,4,0.0123,0.0121,0.00137,330,71
hippocampus,13,INS_L(R)_6_1,G,hypergranular insula,INS,163,164,3,5,0.0096,0.0091,0.00137,330,71
hippocampus,14,PhG_L(R)_6_2,A35/36c,caudal area 35/36,PhG,111,112,3,3,0.0096,0.0091,0.00137,330,71
hippocampus,15,PhG_L(R)_6_3,TL,area TL (lateral PPHC),PhG,113,114,3,3,0.0096,0.0091,0.00137,330,71
hippocampus,16,PhG_L(R)_6_1,A35/36r,rostral area 35/36,PhG,109,110,2,3,0.0068,0.0061,0.00137,330,71
hippocampus,17,BG_L(R)_6_5,dCa,dorsal caudate,BG,227,228,2,2,0.0068,0.0061,0.00137,330,71
hippocampus,18,ITG_L(R)_7_3,A20r,rostral area 20,ITG,93,94,1,2,0.0041,0.003,0.00137,330,71
hippocampus,19,Tha_L(R)_8_2,mPMtha,pre-motor thalamus,Tha,233,234,1,2,0.0041,0.003,0.00137,330,71
hippocampus,20,BG_L(R)_6_2,GP,globus pallidus,BG,221,222,1,1,0.0041,0.003,0.00137,330,71
hippocampus,21,CG_L(R)_7_4,A23v,ventral area 23,CG,181,182,1,1,0.0041,0.003,0.00137,330,71
hippocampus,22,INS_L(R)_6_5,dIg,dorsal granular insula,INS,171,172,1,1,0.0041,0.003,0.00137,330,71
hippocampus,23,MFG_L(R)_7_3,A46,area 46,MFG,19,20,1,1,0.0041,0.003,0.00137,330,71
hippocampus,24,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,MVOcC,189,190,1,1,0.0041,0.003,0.00137,330,71
hippocampus,25,OrG_L(R)_6_6,A12/47l,lateral area 12/47,OrG,51,52,1,1,0.0041,0.003,0.00137,330,71
hippocampus,26,PhG_L(R)_6_4,A28/34,area 28/34 (EC),PhG,115,116,1,1,0.0041,0.003,0.00137,330,71
hippocampus,27,PhG_L(R)_6_6,TH,area TH (medial PPHC),PhG,119,120,1,1,0.0041,0.003,0.00137,330,71
hippocampus,28,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,STG,73,74,1,1,0.0041,0.003,0.00137,330,71
