lit_name,lit_surface_top,lit_n_surface,k_papers,n_observed,eff_n,n80,top1_p,rank,bna_L2_abbr,bna_L2_name,bna_lobe,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved,lit_surface_forms
precentral cortex,Precentral cortex,10,15.0,8,15.2,14,0.2778,6,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,Precentral cortex | Left Precentral cortex | Precentral cortex (PMd) | Precentral cortex L | Precentral cortex R | Precentral cortex_L | Precentral cortex_R | Right Precentral Cortex | Right precentral cortex | precentral cortex (MI)
precentral cortex,Precentral cortex,10,15.0,8,15.2,14,0.2778,7,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,Precentral cortex | Left Precentral cortex | Precentral cortex (PMd) | Precentral cortex L | Precentral cortex R | Precentral cortex_L | Precentral cortex_R | Right Precentral Cortex | Right precentral cortex | precentral cortex (MI)
precentral cortex,Precentral cortex,10,15.0,8,15.2,14,0.2778,8,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,Precentral cortex | Left Precentral cortex | Precentral cortex (PMd) | Precentral cortex L | Precentral cortex R | Precentral cortex_L | Precentral cortex_R | Right Precentral Cortex | Right precentral cortex | precentral cortex (MI)
precentral frontal gyrus,R Precentral Frontal Gyrus,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R Precentral Frontal Gyrus
precentral g,L precentral G,11,15.0,4,11.75,14,0.352,1,PrG,Precentral Gyrus,Frontal Lobe,9.0,9.0,12,0.3519,0.6,0.01852,L precentral G | L. Precentral G. | R. Precentral G. | L Precentral G | L precentral g. | Precentral G | Precentral g. | R Precentral G. | Right precentral g. (M1) | precentral g.
precentral g,L precentral G,11,15.0,4,11.75,14,0.352,2,MFG,Middle Frontal Gyrus,Frontal Lobe,4.0,4.0,7,0.1667,0.2667,0.01852,L precentral G | L. Precentral G. | R. Precentral G. | L Precentral G | L precentral g. | Precentral G | Precentral g. | R Precentral G. | Right precentral g. (M1) | precentral g.
precentral g,L precentral G,11,15.0,4,11.75,14,0.352,3,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,L precentral G | L. Precentral G. | R. Precentral G. | L Precentral G | L precentral g. | Precentral G | Precentral g. | R Precentral G. | Right precentral g. (M1) | precentral g.
precentral g,L precentral G,11,15.0,4,11.75,14,0.352,4,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,L precentral G | L. Precentral G. | R. Precentral G. | L Precentral G | L precentral g. | Precentral G | Precentral g. | R Precentral G. | Right precentral g. (M1) | precentral g.
precentral g ba 6,Precentral G. (BA 6),2,2.0,1,21.0,19,0.1787,1,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,3,0.1786,1.0,0.03571,Precentral G. (BA 6) | R Precentral G BA6
precentral g ba 9,Precentral G. (BA 9),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral G. (BA 9)
precentral gryus,Precentral Gryus,2,2.0,2,22.13,19,0.1071,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Precentral Gryus | Precentral gryus
precentral gryus,Precentral Gryus,2,2.0,2,22.13,19,0.1071,2,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Precentral Gryus | Precentral gryus
precentral gy,Precentral Gy,2,2.0,1,21.0,19,0.1787,1,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,5,0.1786,1.0,0.03571,Precentral Gy | Precentral Gy.
precentral gyr,Precentral Gyr,2,2.0,1,21.0,19,0.1787,1,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,3,0.1786,1.0,0.03571,Precentral Gyr | Precentral gyr.
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,1,PrG,Precentral Gyrus,Frontal Lobe,342.0,342.0,644,0.5718,0.5826,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,2,PoG,Postcentral Gyrus,Parietal Lobe,89.0,89.0,113,0.1494,0.1516,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,3,MFG,Middle Frontal Gyrus,Frontal Lobe,66.0,66.0,82,0.111,0.1124,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,4,INS,Insular Gyrus,Insular Lobe,18.0,18.0,21,0.0309,0.0307,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,5,IFG,Inferior Frontal Gyrus,Frontal Lobe,16.0,16.0,18,0.0275,0.0273,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,6,PCL,Paracentral Lobule,Frontal Lobe,11.0,11.0,12,0.0192,0.0187,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,7,BG,Basal Ganglia,Subcortical Nuclei,9.0,9.0,12,0.0159,0.0153,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,8,STG,Superior Temporal Gyrus,Temporal Lobe,9.0,9.0,11,0.0159,0.0153,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,9,Tha,Thalamus,Subcortical Nuclei,6.0,6.0,9,0.0109,0.0102,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,10,IPL,Inferior Parietal Lobule,Parietal Lobe,6.0,6.0,7,0.0109,0.0102,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,11,SFG,Superior Frontal Gyrus,Frontal Lobe,4.0,4.0,5,0.0075,0.0068,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,12,CG,Cingulate Gyrus,Limbic Lobe,3.0,3.0,3,0.0058,0.0051,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,13,ITG,Inferior Temporal Gyrus,Temporal Lobe,2.0,2.0,2,0.0042,0.0034,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,14,SPL,Superior Parietal Lobule,Parietal Lobe,2.0,2.0,2,0.0042,0.0034,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,15,FuG,Fusiform Gyrus,Temporal Lobe,1.0,1.0,1,0.0025,0.0017,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,16,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0025,0.0017,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,17,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,1.0,1,0.0025,0.0017,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus,Precentral gyrus,101,587.0,18,4.79,3,0.5719,18,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,1.0,1,0.0025,0.0017,0.00083,Precentral gyrus | Precentral Gyrus | Left precentral gyrus | L precentral gyrus | Right precentral gyrus | R precentral gyrus | Left Precentral Gyrus | Right Precentral Gyrus | precentral gyrus | L Precentral Gyrus
precentral gyrus 3,Left Precentral Gyrus (3),1,1.0,1,22.91,19,0.1153,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left Precentral Gyrus (3)
precentral gyrus 4,Left precentral gyrus (4),7,10.0,4,15.54,16,0.2502,1,PoG,Postcentral Gyrus,Parietal Lobe,5.0,5.0,8,0.25,0.5,0.02273,Left precentral gyrus (4) | Precentral gyrus (4) | Right precentral gyrus (4) | L precentral gyrus (4) | Precentral Gyrus (4) | Precentral Gyrus(4) | R. Precentral Gyrus (4)
precentral gyrus 4,Left precentral gyrus (4),7,10.0,4,15.54,16,0.2502,2,INS,Insular Gyrus,Insular Lobe,2.0,2.0,3,0.1136,0.2,0.02273,Left precentral gyrus (4) | Precentral gyrus (4) | Right precentral gyrus (4) | L precentral gyrus (4) | Precentral Gyrus (4) | Precentral Gyrus(4) | R. Precentral Gyrus (4)
precentral gyrus 4,Left precentral gyrus (4),7,10.0,4,15.54,16,0.2502,3,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,2,0.1136,0.2,0.02273,Left precentral gyrus (4) | Precentral gyrus (4) | Right precentral gyrus (4) | L precentral gyrus (4) | Precentral Gyrus (4) | Precentral Gyrus(4) | R. Precentral Gyrus (4)
precentral gyrus 4,Left precentral gyrus (4),7,10.0,4,15.54,16,0.2502,4,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0682,0.1,0.02273,Left precentral gyrus (4) | Precentral gyrus (4) | Right precentral gyrus (4) | L precentral gyrus (4) | Precentral Gyrus (4) | Precentral Gyrus(4) | R. Precentral Gyrus (4)
precentral gyrus 4 6,Left precentral gyrus (4/6),1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Left precentral gyrus (4/6)
precentral gyrus 44,Left precentral gyrus (44),2,2.0,2,22.13,19,0.1071,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left precentral gyrus (44) | Right precentral gyrus (44)
precentral gyrus 44,Left precentral gyrus (44),2,2.0,2,22.13,19,0.1071,2,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left precentral gyrus (44) | Right precentral gyrus (44)
precentral gyrus 6,Left precentral gyrus (6),6,9.0,5,17.11,16,0.2144,1,PrG,Precentral Gyrus,Frontal Lobe,4.0,4.0,11,0.2143,0.4444,0.02381,Left precentral gyrus (6) | Right precentral gyrus (6) | Precentral gyrus (6) | L. Precentral Gyrus (6) | Precentral gyrus(6) | R precentral gyrus (6)
precentral gyrus 6,Left precentral gyrus (6),6,9.0,5,17.11,16,0.2144,2,PoG,Postcentral Gyrus,Parietal Lobe,2.0,2.0,2,0.119,0.2222,0.02381,Left precentral gyrus (6) | Right precentral gyrus (6) | Precentral gyrus (6) | L. Precentral Gyrus (6) | Precentral gyrus(6) | R precentral gyrus (6)
precentral gyrus 6,Left precentral gyrus (6),6,9.0,5,17.11,16,0.2144,3,BG,Basal Ganglia,Subcortical Nuclei,1.0,1.0,2,0.0714,0.1111,0.02381,Left precentral gyrus (6) | Right precentral gyrus (6) | Precentral gyrus (6) | L. Precentral Gyrus (6) | Precentral gyrus(6) | R precentral gyrus (6)
precentral gyrus 6,Left precentral gyrus (6),6,9.0,5,17.11,16,0.2144,4,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Left precentral gyrus (6) | Right precentral gyrus (6) | Precentral gyrus (6) | L. Precentral Gyrus (6) | Precentral gyrus(6) | R precentral gyrus (6)
precentral gyrus 6,Left precentral gyrus (6),6,9.0,5,17.11,16,0.2144,5,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0714,0.1111,0.02381,Left precentral gyrus (6) | Right precentral gyrus (6) | Precentral gyrus (6) | L. Precentral Gyrus (6) | Precentral gyrus(6) | R precentral gyrus (6)
precentral gyrus 9,Left precentral gyrus (9),2,2.0,2,22.13,19,0.1071,1,INS,Insular Gyrus,Insular Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left precentral gyrus (9) | Precentral gyrus (9)**
precentral gyrus 9,Left precentral gyrus (9),2,2.0,2,22.13,19,0.1071,2,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Left precentral gyrus (9) | Precentral gyrus (9)**
precentral gyrus ba 13,Precentral gyrus (BA 13),1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyrus (BA 13)
precentral gyrus ba 4,Precentral gyrus (BA 4),6,8.0,4,16.92,16,0.225,1,PrG,Precentral Gyrus,Frontal Lobe,4.0,4.0,4,0.225,0.5,0.025,Precentral gyrus (BA 4) | L Precentral Gyrus (BA 4) | L Precentral gyrus (BA 4) | Left precentral gyrus (BA4) | Right precentral gyrus (BA 4) | Right precentral gyrus BA 4
precentral gyrus ba 4,Precentral gyrus (BA 4),6,8.0,4,16.92,16,0.225,2,PoG,Postcentral Gyrus,Parietal Lobe,2.0,2.0,2,0.125,0.25,0.025,Precentral gyrus (BA 4) | L Precentral Gyrus (BA 4) | L Precentral gyrus (BA 4) | Left precentral gyrus (BA4) | Right precentral gyrus (BA 4) | Right precentral gyrus BA 4
precentral gyrus ba 4,Precentral gyrus (BA 4),6,8.0,4,16.92,16,0.225,3,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,2,0.075,0.125,0.025,Precentral gyrus (BA 4) | L Precentral Gyrus (BA 4) | L Precentral gyrus (BA 4) | Left precentral gyrus (BA4) | Right precentral gyrus (BA 4) | Right precentral gyrus BA 4
precentral gyrus ba 4,Precentral gyrus (BA 4),6,8.0,4,16.92,16,0.225,4,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,1.0,1,0.075,0.125,0.025,Precentral gyrus (BA 4) | L Precentral Gyrus (BA 4) | L Precentral gyrus (BA 4) | Left precentral gyrus (BA4) | Right precentral gyrus (BA 4) | Right precentral gyrus BA 4
precentral gyrus ba 4 include middle frontal gyrus ba 6,R Precentral Gyrus (BA 4) Include: Middle Frontal Gyrus (BA 6),1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R Precentral Gyrus (BA 4) Include: Middle Frontal Gyrus (BA 6)
precentral gyrus ba 43,Precentral gyrus (BA 43),1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyrus (BA 43)
precentral gyrus ba 44,Left precentral gyrus (BA 44),4,5.0,2,17.25,18,0.2648,1,PrG,Precentral Gyrus,Frontal Lobe,4.0,4.0,4,0.2647,0.8,0.02941,Left precentral gyrus (BA 44) | Precentral Gyrus (BA 44) | Precentral gyrus (BA 44) | Precentral gyrus BA44
precentral gyrus ba 44,Left precentral gyrus (BA 44),4,5.0,2,17.25,18,0.2648,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0882,0.2,0.02941,Left precentral gyrus (BA 44) | Precentral Gyrus (BA 44) | Precentral gyrus (BA 44) | Precentral gyrus BA44
precentral gyrus ba 5,R precentral gyrus (BA 5),1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R precentral gyrus (BA 5)
precentral gyrus ba 6,Precentral gyrus (BA 6),20,24.0,4,7.09,10,0.5693,1,PrG,Precentral Gyrus,Frontal Lobe,20.0,20.0,29,0.5694,0.8333,0.01389,Precentral gyrus (BA 6) | Precentral Gyrus (BA 6) | L Precentral gyrus (BA 6) | L precentral gyrus BA 6 | L. Precentral Gyrus (BA 6) | LH precentral gyrus (BA 6) | Left Precentral Gyrus (BA6) | Left Precentral Gyrus BA6 | Left Precentral gyrus (BA 6) | Left precentral gyrus (BA 6)
precentral gyrus ba 6,Precentral gyrus (BA 6),20,24.0,4,7.09,10,0.5693,2,MFG,Middle Frontal Gyrus,Frontal Lobe,2.0,2.0,3,0.0694,0.0833,0.01389,Precentral gyrus (BA 6) | Precentral Gyrus (BA 6) | L Precentral gyrus (BA 6) | L precentral gyrus BA 6 | L. Precentral Gyrus (BA 6) | LH precentral gyrus (BA 6) | Left Precentral Gyrus (BA6) | Left Precentral Gyrus BA6 | Left Precentral gyrus (BA 6) | Left precentral gyrus (BA 6)
precentral gyrus ba 6,Precentral gyrus (BA 6),20,24.0,4,7.09,10,0.5693,3,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.0417,0.0417,0.01389,Precentral gyrus (BA 6) | Precentral Gyrus (BA 6) | L Precentral gyrus (BA 6) | L precentral gyrus BA 6 | L. Precentral Gyrus (BA 6) | LH precentral gyrus (BA 6) | Left Precentral Gyrus (BA6) | Left Precentral Gyrus BA6 | Left Precentral gyrus (BA 6) | Left precentral gyrus (BA 6)
precentral gyrus ba 6,Precentral gyrus (BA 6),20,24.0,4,7.09,10,0.5693,4,pSTS,posterior Superior Temporal Sulcus,Temporal Lobe,1.0,1.0,1,0.0417,0.0417,0.01389,Precentral gyrus (BA 6) | Precentral Gyrus (BA 6) | L Precentral gyrus (BA 6) | L precentral gyrus BA 6 | L. Precentral Gyrus (BA 6) | LH precentral gyrus (BA 6) | Left Precentral Gyrus (BA6) | Left Precentral Gyrus BA6 | Left Precentral gyrus (BA 6) | Left precentral gyrus (BA 6)
precentral gyrus ba 6 2,Precentral gyrus (BA6)2,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyrus (BA6)2
precentral gyrus ba 9,L precentral gyrus BA 9,3,3.0,1,19.05,18,0.2335,1,MFG,Middle Frontal Gyrus,Frontal Lobe,3.0,3.0,3,0.2333,1.0,0.03333,L precentral gyrus BA 9 | R Precentral gyrus (BA 9) | Right Precentral gyrus (BA 9)
precentral gyrus medial segment,Precentral Gyrus Medial Segment,1,1.0,1,22.91,19,0.1153,1,PCL,Paracentral Lobule,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral Gyrus Medial Segment
precentral gyrus rb,Precentral gyrus Rb,1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyrus Rb
precentral gyrusa,Precentral gyrusa,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyrusa
precentral gyrusc,L precentral gyrusc,1,1.0,1,22.91,19,0.1153,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L precentral gyrusc
precentral gyruse,Precentral gyruse,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyruse
precentral gyurs,Precentral gyurs,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral gyurs
precentral li,Precentral_Li,1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral_Li
precentral lobe ba 4,Precentral lobe BA4,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral lobe BA4
precentral region,Precentral region,1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral region
precentral sulcus,Precentral sulcus,5,7.0,2,15.78,17,0.2369,1,MFG,Middle Frontal Gyrus,Frontal Lobe,4.0,4.0,4,0.2368,0.5714,0.02632,Precentral sulcus | (4) Precentral sulcus | L precentral sulcus | Precentral Sulcus | R Precentral sulcus
precentral sulcus,Precentral sulcus,5,7.0,2,15.78,17,0.2369,2,PrG,Precentral Gyrus,Frontal Lobe,3.0,3.0,3,0.1842,0.4286,0.02632,Precentral sulcus | (4) Precentral sulcus | L precentral sulcus | Precentral Sulcus | R Precentral sulcus
precentral sulcus and middle frontal gyrus,Precentral sulcus and middle frontal gyrus,1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,Precentral sulcus and middle frontal gyrus
precentral sulcus ba 4 6,Bilateral precentral sulcus (BA 4/6),2,2.0,2,22.13,19,0.1071,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Bilateral precentral sulcus (BA 4/6) | R. precentral sulcus (BA 4/6)
precentral sulcus ba 4 6,Bilateral precentral sulcus (BA 4/6),2,2.0,2,22.13,19,0.1071,2,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1071,0.5,0.03571,Bilateral precentral sulcus (BA 4/6) | R. precentral sulcus (BA 4/6)
precentral sulcus ba 6,R. precentral sulcus (BA 6),1,1.0,1,22.91,19,0.1153,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,R. precentral sulcus (BA 6)
precentral white matter,L precentral white matter,1,1.0,1,22.91,19,0.1153,1,PCL,Paracentral Lobule,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,L precentral white matter
precentralgyrus,Precentralgyrus,4,6.0,4,19.18,17,0.1388,1,PoG,Postcentral Gyrus,Parietal Lobe,2.0,2.0,3,0.1389,0.3333,0.02778,Precentralgyrus | L. precentralgyrus | Left precentralgyrus | Right precentralgyrus
precentralgyrus,Precentralgyrus,4,6.0,4,19.18,17,0.1388,2,PrG,Precentral Gyrus,Frontal Lobe,2.0,2.0,3,0.1389,0.3333,0.02778,Precentralgyrus | L. precentralgyrus | Left precentralgyrus | Right precentralgyrus
precentralgyrus,Precentralgyrus,4,6.0,4,19.18,17,0.1388,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0833,0.1667,0.02778,Precentralgyrus | L. precentralgyrus | Left precentralgyrus | Right precentralgyrus
precentralgyrus,Precentralgyrus,4,6.0,4,19.18,17,0.1388,4,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0833,0.1667,0.02778,Precentralgyrus | L. precentralgyrus | Left precentralgyrus | Right precentralgyrus
precentralgyrus 6,PrecentralGyrus (6),1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PrecentralGyrus (6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,1,PrG,Precentral Gyrus,Frontal Lobe,6.0,6.0,7,0.2407,0.4,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,2,PoG,Postcentral Gyrus,Parietal Lobe,3.0,3.0,3,0.1296,0.2,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,3,STG,Superior Temporal Gyrus,Temporal Lobe,2.0,2.0,6,0.0926,0.1333,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,4,INS,Insular Gyrus,Insular Lobe,2.0,2.0,4,0.0926,0.1333,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,5,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg,PreCG,9,15.0,6,14.86,14,0.2408,6,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,1.0,1,0.0556,0.0667,0.01852,PreCG | preCG | L.PreCG | PRECG | PreCG (4a) | PreCG (4p) | R. PreCG | R.PreCG | preCG (Area 6)
precg 4,PreCG (4),1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PreCG (4)
precg 43,PreCG (43),1,1.0,1,22.91,19,0.1153,1,PoG,Postcentral Gyrus,Parietal Lobe,1.0,1.0,1,0.1154,1.0,0.03846,PreCG (43)
precg 6,PreCG (6),1,1.0,1,22.91,19,0.1153,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,1.0,2,0.1154,1.0,0.03846,PreCG (6)
