lit_name,lit_surface_top,lit_n_surface,bna_L2_abbr,bna_L2_name,k_papers,n_observed,n_support,eff_n,n80,top1_p,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_label_id_L,bna_label_id_R,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved
fefs,FEFs,1,PrG,Precentral Gyrus,1.0,1,6,5.3,5,0.375,1,PrG_L(R)_6_2,A6cdl,caudal dorsolateral area 6,55,56,1.0,1.0,2,0.375,1.0,0.125
ffa,FFA,4,FuG,Fusiform Gyrus,8.0,1,3,1.51,1,0.8948,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,8.0,8.0,10,0.8947,1.0,0.05263
ffa ba 37,L FFA (BA37),2,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.375,1.0,0.125
ffa ba 37,L FFA (BA37),2,MTG,Middle Temporal Gyrus,1.0,1,4,3.46,3,0.5,1,MTG_L(R)_4_3,A37dl,dorsolateral area 37,85,86,1.0,1.0,1,0.5,1.0,0.16667
ffa1 mask,L FFA1 mask,2,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,6,0.6,1.0,0.2
ffa2 mask,L FFA2 mask,2,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,6,0.6,1.0,0.2
ffg,FFG,6,FuG,Fusiform Gyrus,6.0,3,3,2.84,2,0.4667,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,3.0,3.0,3,0.4667,0.5,0.06667
ffg,FFG,6,FuG,Fusiform Gyrus,6.0,3,3,2.84,2,0.4667,2,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,2.0,2.0,2,0.3333,0.3333,0.06667
ffg,FFG,6,FuG,Fusiform Gyrus,6.0,3,3,2.84,2,0.4667,3,FuG_L(R)_3_1,A20rv,rostroventral area 20,103,104,1.0,1.0,2,0.2,0.1667,0.06667
ffg,FFG,6,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,1.0,1.0,1,0.375,1.0,0.125
ffg,FFG,6,MVOcC,MedioVentral Occipital Cortex,2.0,2,5,4.33,4,0.3333,1,MVOcC_L(R)_5_5,vmPOS,ventromedial parietooccipital sulcus,197,198,1.0,1.0,2,0.3333,0.5,0.11111
ffg,FFG,6,MVOcC,MedioVentral Occipital Cortex,2.0,2,5,4.33,4,0.3333,2,MVOcC_L(R)_5_4,rLinG,rostral lingual gyrus,195,196,1.0,1.0,1,0.3333,0.5,0.11111
ffsiform gyrus 37,L Ffsiform gyrus (37),1,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_6,A20cl,caudolateral of area 20,99,100,1.0,1.0,1,0.3333,1.0,0.11111
fg mask,Left FG mask,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,4,0.4286,0.5,0.14286
fg mask,Left FG mask,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,2,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,1.0,1.0,1,0.4286,0.5,0.14286
fg mask,Left FG mask,2,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,1.0,1.0,1,0.375,1.0,0.125
fimbria,Fimbria,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_2,cHipp,caudal hippocampus,217,218,1.0,1.0,1,0.75,1.0,0.25
first and second heschls gyrus,Left first and second Heschl’s Gyrus,2,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,2,0.375,1.0,0.125
fmc,FMC,1,OrG,Orbital Gyrus,2.0,1,6,4.47,4,0.5,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,2.0,2.0,2,0.5,1.0,0.1
fmri study,fMRI study (Kanwisher et al. 1997),4,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,6,0.6,1.0,0.2
forceps major,Forceps major,1,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_4,A23v,ventral area 23,181,182,1.0,1.0,1,0.3333,1.0,0.11111
fornix,Fornix,1,Tha,Thalamus,3.0,1,8,5.29,6,0.5001,1,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,237,238,3.0,3.0,3,0.5,1.0,0.07143
fpc,FPC left,2,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,2,0.2727,0.5,0.09091
fpc,FPC left,2,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,2,0.2727,0.5,0.09091
fpc,FPC left,2,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,1,0.3333,1.0,0.11111
fpc middle frontal gyrus,FPC-middle frontal gyrus,1,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,1,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,1,0.2727,0.5,0.09091
fpc middle frontal gyrus,FPC-middle frontal gyrus,1,MFG,Middle Frontal Gyrus,2.0,2,7,6.04,5,0.2727,2,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.2727,0.5,0.09091
fppfc,FPPFC,1,MFG,Middle Frontal Gyrus,3.0,3,7,6.08,5,0.2308,1,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,3,0.2308,0.3333,0.07692
fppfc,FPPFC,1,MFG,Middle Frontal Gyrus,3.0,3,7,6.08,5,0.2308,2,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,1.0,1.0,1,0.2308,0.3333,0.07692
fppfc,FPPFC,1,MFG,Middle Frontal Gyrus,3.0,3,7,6.08,5,0.2308,3,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.2308,0.3333,0.07692
front med orbit,R front. med. orbit,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.375,1.0,0.125
front mid orbit,R front. mid. orbit.,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
front pole,L front. pole,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.375,1.0,0.125
frontal,Frontal,7,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_5,dCa,dorsal caudate,227,228,1.0,1.0,2,0.375,1.0,0.125
frontal,Frontal,7,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.3333,1.0,0.11111
frontal,Frontal,7,IFG,Inferior Frontal Gyrus,8.0,4,6,4.91,4,0.3181,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,3.0,3.0,3,0.3182,0.375,0.04545
