lit_name,lit_surface_top,lit_n_surface,bna_L2_abbr,bna_L2_name,k_papers,n_observed,n_support,eff_n,n80,top1_p,rank,bna_L3_code,bna_area_abbr,bna_area_name,bna_label_id_L,bna_label_id_R,n_papers,n_papers_raw,n_coords,p,p_raw,p_unobserved
occipitoparietal junction,Occipitoparietal junction-R,1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.375,1.0,0.125
occipitopemporal,Occipitopemporal,1,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,1.0,1.0,1,0.6,1.0,0.2
occipitotemporal,Left occipitotemporal,1,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,91,92,1.0,1.0,1,0.3333,1.0,0.11111
occipitotemporal area ba 37,Occipitotemporal area (BA37),2,FuG,Fusiform Gyrus,2.0,1,3,2.22,2,0.7142,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,2.0,2.0,2,0.7143,1.0,0.14286
occipitotemporal area ba 37,Occipitotemporal area (BA37),2,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.375,1.0,0.125
occipitotemporal cortex,L occipitotemporal cortex,3,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,1,IPL_L(R)_6_1,A39c,caudal area 39(PGp),135,136,1.0,1.0,1,0.3,0.5,0.1
occipitotemporal cortex,L occipitotemporal cortex,3,IPL,Inferior Parietal Lobule,2.0,2,6,5.17,4,0.3,2,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.3,0.5,0.1
occipitotemporal cortex,L occipitotemporal cortex,3,ITG,Inferior Temporal Gyrus,1.0,1,7,6.24,6,0.3333,1,ITG_L(R)_7_2,A37elv,extreme lateroventral area 37,91,92,1.0,1.0,1,0.3333,1.0,0.11111
occipitotemporal cortex,L occipitotemporal cortex,3,LOcC,lateral Occipital Cortex,2.0,2,6,5.17,4,0.3,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,2,0.3,0.5,0.1
occipitotemporal cortex,L occipitotemporal cortex,3,LOcC,lateral Occipital Cortex,2.0,2,6,5.17,4,0.3,2,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,1.0,1.0,1,0.3,0.5,0.1
occipitotemporal junction,Occipitotemporal junction–R,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_5,A39rv,rostroventral area 39(PGa),143,144,1.0,1.0,1,0.375,1.0,0.125
occiput wedge leaf,Occiput wedge leaf,1,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_2,rCunG,rostral cuneus gyrus,191,192,1.0,1.0,1,0.4286,1.0,0.14286
occitpital cortex,Occitpital cortex,1,Pcun,Precuneus,1.0,1,4,3.46,3,0.5,1,PCun_L(R)_4_3,dmPOS,dorsomedial parietooccipital sulcus(PEr),151,152,1.0,1.0,1,0.5,1.0,0.16667
occp,LT OCCP,1,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,189,190,1.0,1.0,1,0.4286,1.0,0.14286
ocg,OcG (middle/ inferior occipital gyrus),1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.375,1.0,0.125
ofa,OFA,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,1,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,1.0,1.0,1,0.4286,0.5,0.14286
ofa,OFA,2,FuG,Fusiform Gyrus,2.0,2,3,2.73,2,0.4286,2,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,1,0.4286,0.5,0.14286
ofa,OFA,2,LOcC,lateral Occipital Cortex,4.0,2,6,4.18,4,0.5001,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,3.0,3.0,3,0.5,0.75,0.07143
ofa,OFA,2,LOcC,lateral Occipital Cortex,4.0,2,6,4.18,4,0.5001,2,LOcC_L(R)_4_2,V5/MT+,area V5/MT+,201,202,1.0,1.0,1,0.2143,0.25,0.07143
ofc lateral,OFC lateral,1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,1.0,1.0,1,0.3333,1.0,0.11111
ofc orbital,OFC orbital,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_6,A44v,ventral area 44,39,40,1.0,1.0,1,0.375,1.0,0.125
ofg,R OFG,2,FuG,Fusiform Gyrus,2.0,1,3,2.22,2,0.7142,1,FuG_L(R)_3_2,A37mv,medioventral area 37,105,106,2.0,2.0,2,0.7143,1.0,0.14286
ofg,R OFG,2,MVOcC,MedioVentral Occipital Cortex,1.0,1,5,4.37,4,0.4285,1,MVOcC_L(R)_5_1,cLinG,caudal lingual gyrus,189,190,1.0,1.0,1,0.4286,1.0,0.14286
oifg,oIFG,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.375,1.0,0.125
oig,L OIG,2,FuG,Fusiform Gyrus,1.0,1,3,2.59,2,0.6,1,FuG_L(R)_3_3,A37lv,lateroventral area 37,107,108,1.0,1.0,1,0.6,1.0,0.2
oig,L OIG,2,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_4,iOccG,inferior occipital gyrus,205,206,1.0,1.0,1,0.375,1.0,0.125
olfactory,Left olfactory,3,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_1,vCa,ventral caudate,219,220,1.0,1.0,1,0.375,1.0,0.125
olfactory,Left olfactory,3,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,1.0,1.0,1,0.375,1.0,0.125
olfactory,Left olfactory,3,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.375,1.0,0.125
olfactory cortex,Olfactory cortex,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_3,NAC,nucleus accumbens,223,224,1.0,1.0,1,0.375,1.0,0.125
olfactory cortex,Olfactory cortex,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.375,1.0,0.125
olfactory lobe,Left olfactory lobe,1,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,1,0.75,1.0,0.25
olfactory sulcus,Olfactory sulcus,1,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_3,NAC,nucleus accumbens,223,224,1.0,1.0,1,0.375,1.0,0.125
ompfc,omPFC (medial frontal gyrus),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.375,1.0,0.125
op 3,OP 3,1,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_5,dIg,dorsal granular insula,171,172,1.0,1.0,1,0.375,1.0,0.125
op1,OP1,1,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,1,0.375,1.0,0.125
operc sii,Operc(L)-SII,1,IPL,Inferior Parietal Lobule,1.0,1,6,5.3,5,0.375,1,IPL_L(R)_6_6,A40rv,rostroventral area 40(PFop),145,146,1.0,1.0,1,0.375,1.0,0.125
opercular cortex,Opercular cortex,1,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_6,dId,dorsal dysgranular insula,173,174,1.0,1.0,1,0.375,1.0,0.125
opercular cortex,Opercular cortex,1,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_2,A41/42,area 41/42,71,72,1.0,1.0,1,0.375,1.0,0.125
opercular inferior frontal gyrus,opercular inferior frontal gyrus R,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_6,A44v,ventral area 44,39,40,1.0,1.0,1,0.375,1.0,0.125
opercular part of the inferior frontal gyrus,Opercular part of the inferior frontal gyrus,1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_5,A8vl,ventrolateral area 8,23,24,1.0,1.0,1,0.3333,1.0,0.11111
operculum,Operculum,4,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_3,A45c,caudal area 45,33,34,1.0,1.0,1,0.375,1.0,0.125
operculum,Operculum,4,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,1,INS_L(R)_6_5,dIg,dorsal granular insula,171,172,1.0,1.0,2,0.3,0.5,0.1
operculum,Operculum,4,INS,Insular Gyrus,2.0,2,6,5.17,4,0.3,2,INS_L(R)_6_6,dId,dorsal dysgranular insula,173,174,1.0,1.0,1,0.3,0.5,0.1
operculum,Operculum,4,PoG,Postcentral Gyrus,1.0,1,4,3.46,3,0.5,1,PoG_L(R)_4_2,A1/2/3tonIa,area 1/2/3(tongue and larynx region),157,158,1.0,1.0,1,0.5,1.0,0.16667
operculum 41,Operculum (41),1,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_3,TE1.0 and TE1.2,TE1.0 and TE1.2,73,74,1.0,1.0,1,0.375,1.0,0.125
operculum cortex,‐ Operculum Cortex,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.375,1.0,0.125
opj,OPJ,1,SPL,Superior Parietal Lobule,1.0,1,5,4.37,4,0.4285,1,SPL_L(R)_5_1,A7r,rostral area 7,125,126,1.0,1.0,1,0.4286,1.0,0.14286
opjx,OPJx,1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,209,210,1.0,1.0,1,0.375,1.0,0.125
optjx,OPTJx,1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_2_2,lsOccG,lateral superior occipital gyrus,209,210,1.0,1.0,1,0.375,1.0,0.125
orbital frontal,Orbital frontal,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_4,A45r,rostral area 45,35,36,1.0,1.0,1,0.375,1.0,0.125
orbital frontal,Orbital frontal,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.375,1.0,0.125
orbital frontal cortex,OFC,15,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,1,CG_L(R)_7_3,A32p,pregenual area 32,179,180,1.0,1.0,1,0.2727,0.5,0.09091
orbital frontal cortex,OFC,15,CG,Cingulate Gyrus,2.0,2,7,6.04,5,0.2727,2,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.2727,0.5,0.09091
orbital frontal cortex,OFC,15,Hipp,Hippocampus,1.0,1,2,1.75,2,0.75,1,Hipp_L(R)_2_1,rHipp,rostral hippocampus,215,216,1.0,1.0,1,0.75,1.0,0.25
orbital frontal cortex,OFC,15,IFG,Inferior Frontal Gyrus,7.0,2,6,3.77,3,0.45,1,IFG_L(R)_6_4,A45r,rostral area 45,35,36,4.0,4.0,5,0.45,0.5714,0.05
orbital frontal cortex,OFC,15,IFG,Inferior Frontal Gyrus,7.0,2,6,3.77,3,0.45,2,IFG_L(R)_6_5,A44op,opercular area 44,37,38,3.0,3.0,3,0.35,0.4286,0.05
orbital frontal cortex,OFC,15,INS,Insular Gyrus,3.0,2,6,4.66,4,0.4167,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,2.0,2.0,2,0.4167,0.6667,0.08333
orbital frontal cortex,OFC,15,INS,Insular Gyrus,3.0,2,6,4.66,4,0.4167,2,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,1.0,1.0,1,0.25,0.3333,0.08333
orbital frontal cortex,OFC,15,MFG,Middle Frontal Gyrus,11.0,3,7,4.48,3,0.3793,1,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,5.0,5.0,8,0.3793,0.4545,0.03448
orbital frontal cortex,OFC,15,MFG,Middle Frontal Gyrus,11.0,3,7,4.48,3,0.3793,2,MFG_L(R)_7_7,A10l,lateral area 10,27,28,4.0,4.0,5,0.3103,0.3636,0.03448
orbital frontal cortex,OFC,15,MFG,Middle Frontal Gyrus,11.0,3,7,4.48,3,0.3793,3,MFG_L(R)_7_3,A46,area 46,19,20,2.0,2.0,3,0.1724,0.1818,0.03448
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,18.0,18.0,22,0.3776,0.3913,0.0102
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,9.0,9.0,10,0.1939,0.1957,0.0102
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,6.0,6.0,8,0.1327,0.1304,0.0102
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,4,OrG_L(R)_6_5,A13,area 13,49,50,6.0,6.0,7,0.1327,0.1304,0.0102
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,5,OrG_L(R)_6_1,A14m,medial area 14,41,42,4.0,4.0,7,0.0918,0.087,0.0102
orbital frontal cortex,OFC,15,OrG,Orbital Gyrus,46.0,6,6,5.1,4,0.3776,6,OrG_L(R)_6_4,A11m,medial area 11,47,48,3.0,3.0,4,0.0714,0.0652,0.0102
orbital frontal cortex,OFC,15,SFG,Superior Frontal Gyrus,3.0,1,7,4.56,5,0.5386,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,3.0,3.0,3,0.5385,1.0,0.07692
orbital frontal cortex,OFC,15,STG,Superior Temporal Gyrus,1.0,1,6,5.3,5,0.375,1,STG_L(R)_6_5,A38l,lateral area 38,77,78,1.0,1.0,1,0.375,1.0,0.125
orbital frontal cortex,OFC,15,Tha,Thalamus,1.0,1,8,7.19,7,0.3,1,Tha_L(R)_8_4,rTtha,rostral temporal thalamus,237,238,1.0,1.0,1,0.3,1.0,0.1
orbital frontal gyrus,L orbital frontal gyrus,5,IFG,Inferior Frontal Gyrus,3.0,2,6,4.66,4,0.4167,1,IFG_L(R)_6_4,A45r,rostral area 45,35,36,2.0,2.0,2,0.4167,0.6667,0.08333
orbital frontal gyrus,L orbital frontal gyrus,5,IFG,Inferior Frontal Gyrus,3.0,2,6,4.66,4,0.4167,2,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.25,0.3333,0.08333
orbital frontal gyrus,L orbital frontal gyrus,5,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_1,A9/46d,dorsal area 9/46,15,16,1.0,1.0,1,0.3333,1.0,0.11111
orbital frontal gyrus,L orbital frontal gyrus,5,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
orbital frontal lobe,Orbital frontal lobe,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
orbital gyrus,Orbital gyrus,6,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_3,NAC,nucleus accumbens,223,224,1.0,1.0,1,0.375,1.0,0.125
orbital gyrus,Orbital gyrus,6,CG,Cingulate Gyrus,1.0,1,7,6.24,6,0.3333,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,1.0,1.0,1,0.3333,1.0,0.11111
orbital gyrus,Orbital gyrus,6,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,1.0,1.0,1,0.375,1.0,0.125
orbital gyrus,Orbital gyrus,6,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,1,OrG_L(R)_6_4,A11m,medial area 11,47,48,3.0,3.0,4,0.3889,0.5,0.05556
orbital gyrus,Orbital gyrus,6,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,2,OrG_L(R)_6_1,A14m,medial area 14,41,42,1.0,1.0,1,0.1667,0.1667,0.05556
orbital gyrus,Orbital gyrus,6,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,3,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.1667,0.1667,0.05556
orbital gyrus,Orbital gyrus,6,OrG,Orbital Gyrus,6.0,4,6,4.88,4,0.3888,4,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.1667,0.1667,0.05556
orbital gyrus 18,Orbital gyri (18),1,LOcC,lateral Occipital Cortex,1.0,1,6,5.3,5,0.375,1,LOcC_L(R)_4_1,mOccG,middle occipital gyrus,199,200,1.0,1.0,2,0.375,1.0,0.125
orbital gyrus ba 11,Orbital gyri (BA 11),1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,1,0.3333,1.0,0.11111
orbital inferior frontal gyrus,Orbital inferior frontal gyrus,1,INS,Insular Gyrus,1.0,1,6,5.3,5,0.375,1,INS_L(R)_6_3,dIa,dorsal agranular insula,167,168,1.0,1.0,1,0.375,1.0,0.125
orbital medial frontal gyrus,Orbital medial frontal gyrus,1,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,2,0.3333,1.0,0.11111
orbital middle frontal gyrus,Orbital middle frontal gyrus,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
orbital sulcus,Orbital sulci,2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.3,0.5,0.1
orbital sulcus,Orbital sulci,2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.3,0.5,0.1
orbital superior frontal gyrus,R orbital superior frontal gyrus,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
orbito frontal region,Orbito-frontal region (R),1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.3333,1.0,0.11111
orbito frontal region,Orbito-frontal region (R),1,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,1,OrG_L(R)_6_4,A11m,medial area 11,47,48,1.0,1.0,1,0.3,0.5,0.1
orbito frontal region,Orbito-frontal region (R),1,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,2,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.3,0.5,0.1
orbitofrontal,Orbitofrontal,8,CG,Cingulate Gyrus,2.0,1,7,5.29,5,0.4545,1,CG_L(R)_7_7,A32sg,subgenual area 32,187,188,2.0,2.0,2,0.4545,1.0,0.09091
orbitofrontal,Orbitofrontal,8,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.3333,1.0,0.11111
orbitofrontal,Orbitofrontal,8,OrG,Orbital Gyrus,9.0,5,6,5.29,4,0.2917,1,OrG_L(R)_6_5,A13,area 13,49,50,3.0,3.0,3,0.2917,0.3333,0.04167
orbitofrontal,Orbitofrontal,8,OrG,Orbital Gyrus,9.0,5,6,5.29,4,0.2917,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,2.0,2.0,6,0.2083,0.2222,0.04167
orbitofrontal,Orbitofrontal,8,OrG,Orbital Gyrus,9.0,5,6,5.29,4,0.2917,3,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,2.0,2.0,2,0.2083,0.2222,0.04167
orbitofrontal,Orbitofrontal,8,OrG,Orbital Gyrus,9.0,5,6,5.29,4,0.2917,4,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.125,0.1111,0.04167
orbitofrontal,Orbitofrontal,8,OrG,Orbital Gyrus,9.0,5,6,5.29,4,0.2917,5,OrG_L(R)_6_4,A11m,medial area 11,47,48,1.0,1.0,1,0.125,0.1111,0.04167
orbitofrontal 11,Right Orbitofrontal (11),1,MFG,Middle Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,MFG_L(R)_7_7,A10l,lateral area 10,27,28,1.0,1.0,1,0.3333,1.0,0.11111
orbitofrontal 11 47,Left Orbitofrontal (11/47)*,2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,2,0.3,0.5,0.1
orbitofrontal 11 47,Left Orbitofrontal (11/47)*,2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,2,OrG_L(R)_6_4,A11m,medial area 11,47,48,1.0,1.0,2,0.3,0.5,0.1
orbitofrontal ba 11,Left orbitofrontal (BA 11),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,2,0.375,1.0,0.125
orbitofrontal c,Orbitofrontal c.,1,IFG,Inferior Frontal Gyrus,1.0,1,6,5.3,5,0.375,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,1.0,1.0,1,0.375,1.0,0.125
orbitofrontal cortex,Orbitofrontal cortex,18,BG,Basal Ganglia,1.0,1,6,5.3,5,0.375,1,BG_L(R)_6_2,GP,globus pallidus,221,222,1.0,1.0,1,0.375,1.0,0.125
orbitofrontal cortex,Orbitofrontal cortex,18,IFG,Inferior Frontal Gyrus,5.0,3,6,4.76,3,0.3125,1,IFG_L(R)_6_5,A44op,opercular area 44,37,38,2.0,2.0,3,0.3125,0.4,0.0625
orbitofrontal cortex,Orbitofrontal cortex,18,IFG,Inferior Frontal Gyrus,5.0,3,6,4.76,3,0.3125,2,IFG_L(R)_6_4,A45r,rostral area 45,35,36,2.0,2.0,2,0.3125,0.4,0.0625
orbitofrontal cortex,Orbitofrontal cortex,18,IFG,Inferior Frontal Gyrus,5.0,3,6,4.76,3,0.3125,3,IFG_L(R)_6_3,A45c,caudal area 45,33,34,1.0,1.0,1,0.1875,0.2,0.0625
orbitofrontal cortex,Orbitofrontal cortex,18,INS,Insular Gyrus,3.0,1,6,3.86,4,0.5834,1,INS_L(R)_6_2,vIa,ventral agranular insula,165,166,3.0,3.0,3,0.5833,1.0,0.08333
orbitofrontal cortex,Orbitofrontal cortex,18,MFG,Middle Frontal Gyrus,5.0,3,7,5.18,4,0.4118,1,MFG_L(R)_7_7,A10l,lateral area 10,27,28,3.0,3.0,3,0.4118,0.6,0.05882
orbitofrontal cortex,Orbitofrontal cortex,18,MFG,Middle Frontal Gyrus,5.0,3,7,5.18,4,0.4118,2,MFG_L(R)_7_3,A46,area 46,19,20,1.0,1.0,1,0.1765,0.2,0.05882
orbitofrontal cortex,Orbitofrontal cortex,18,MFG,Middle Frontal Gyrus,5.0,3,7,5.18,4,0.4118,3,MFG_L(R)_7_4,A9/46v,ventral area 9/46,21,22,1.0,1.0,1,0.1765,0.2,0.05882
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,17.0,17.0,18,0.3571,0.3696,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,2,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,9.0,9.0,10,0.1939,0.1957,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,3,OrG_L(R)_6_1,A14m,medial area 14,41,42,7.0,7.0,7,0.1531,0.1522,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,4,OrG_L(R)_6_5,A13,area 13,49,50,5.0,5.0,5,0.1122,0.1087,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,5,OrG_L(R)_6_4,A11m,medial area 11,47,48,4.0,4.0,4,0.0918,0.087,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,OrG,Orbital Gyrus,46.0,6,6,5.24,4,0.3571,6,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,4.0,4.0,4,0.0918,0.087,0.0102
orbitofrontal cortex,Orbitofrontal cortex,18,SFG,Superior Frontal Gyrus,1.0,1,7,6.24,6,0.3333,1,SFG_L(R)_7_7,A10m,medial area 10,13,14,1.0,1.0,1,0.3333,1.0,0.11111
orbitofrontal cortex 11,Lt orbitofrontal cortex (11),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_3,A11l,lateral area 11,45,46,1.0,1.0,1,0.375,1.0,0.125
orbitofrontal cortex 47,Left orbitofrontal cortex (47),2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.3,0.5,0.1
orbitofrontal cortex 47,Left orbitofrontal cortex (47),2,OrG,Orbital Gyrus,2.0,2,6,5.17,4,0.3,2,OrG_L(R)_6_6,A12/47l,lateral area 12/47,51,52,1.0,1.0,1,0.3,0.5,0.1
orbitofrontal cortex ba 11,Rt. Orbitofrontal cortex (BA11),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_5,A13,area 13,49,50,1.0,1.0,1,0.375,1.0,0.125
orbitofrontal cortex ba 47,Orbitofrontal cortex (BA47),1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.375,1.0,0.125
orbitofrontal cortex1,Orbitofrontal cortex1,1,OrG,Orbital Gyrus,1.0,1,6,5.3,5,0.375,1,OrG_L(R)_6_2,A12/47o,orbital area 12/47,43,44,1.0,1.0,1,0.375,1.0,0.125
